$,
44396.96,202.1
44397,202.1
44397.04,202.1
44397.08,202.1
44397.12,202.1
44397.17,202.1
44397.21,202.1
44397.25,202.1
44397.29,202.1
44397.33,202.1
44397.38,202.1
44397.42,202.1
44397.46,202.1
44397.5,202.1
44397.54,202.1
44397.58,202.1
44397.62,202.1
44397.67,202.1
44397.71,202.1
44397.75,202.1
44397.79,202.1
44397.83,202.1
44397.88,202.1
44397.92,202.1
44397.96,202.1
44398,202.1
44398.04,202.1
44398.08,202.1
44398.12,202.1
44398.17,202.1
44398.21,202.1
44398.25,202.1
44398.29,202.1
44398.33,202.1
44398.38,202.1
44398.42,202.1
44398.46,202.1
44398.5,202.1
44398.54,202.1
44398.58,202.1
44398.62,202.1
44398.67,202.1
44398.71,202.1
44398.75,202.1
44398.79,202.1
44398.83,202.1
44398.88,202.1
44398.92,202.1
44398.96,202.1
44399,202.1
44399.04,202.1
44399.08,202.1
44399.12,202.1
44399.17,202.1
44399.21,202.1
44399.25,202.1
44399.29,202.1
44399.33,202.1
44399.38,202.1
44399.42,202.1
44399.46,202.1
44399.5,202.1
44399.54,202.1
44399.58,202.1
44399.62,202.1
44399.67,202.1
44399.71,202.1
44399.75,202.1
44399.79,202.1
44399.83,202.1
44399.88,202.1
44399.92,202.1
44399.96,202.1
44400,202.1
44400.04,202.1
44400.08,202.1
44400.12,202.1
44400.17,202.1
44400.21,202.1
44400.25,202.1
44400.29,202.1
44400.33,202.1
44400.38,202.1
44400.42,202.1
44400.46,202.1
44400.5,202.1
44400.54,202.1
44400.58,202.1
44400.62,202.1
44400.67,202.1
44400.71,202.1
44400.75,202.1
44400.79,202.1
44400.83,202.1
44400.88,202.1
44400.92,202.1
44400.96,202.1
44401,202.1
44401.04,202.1
44401.08,202.1
44401.12,202.1
44401.17,202.1
44401.21,202.1
44401.25,202.1
44401.29,202.1
44401.33,202.1
44401.38,202.1
44401.42,202.1
44401.46,202.1
44401.5,202.1
44401.54,202.1
44401.58,202.1
44401.62,202.1
44401.67,202.1
44401.71,202.1
44401.75,202.1
44401.79,202.1
44401.83,202.1
44401.88,202.1
44401.92,202.1
44401.96,202.1
44402,202.1
44402.04,202.1
44402.08,202.1
44402.12,202.1
44402.17,202.1
44402.21,202.1
44402.25,202.1
44402.29,202.1
44402.33,202.1
44402.38,202.1
44402.42,202.1
44402.46,202.1
44402.5,202.1
44402.54,202.1
44402.58,202.1
44402.62,202.1
44402.67,202.1
44402.71,202.1
44402.75,202.1
44402.79,202.1
44402.83,202.1
44402.88,202.1
44402.92,202.1
44402.96,202.1
44403,202.1
44403.04,202.1
44403.08,202.1
44403.12,202.1
44403.17,202.1
44403.21,202.1
44403.25,202.1
44403.29,202.1
44403.33,202.1
44403.38,202.1
44403.42,202.1
44403.46,202.1
44403.5,202.1
44403.54,202.1
44403.58,202.1
44403.62,202.1
44403.67,202.1
44403.71,202.1
44403.75,202.1
44403.79,202.1
44403.83,202.1
44403.88,202.1
44403.92,202.1
44403.96,202.1
44404,202.1
44404.04,202.1
44404.08,202.1
44404.12,202.1
44404.17,202.1
44404.21,202.1
44404.25,202.1
44404.29,202.1
44404.33,202.1
44404.38,202.1
44404.42,202.1
44404.46,202.1
44404.5,202.1
44404.54,202.1
44404.58,202.1
44404.62,202.1
44404.67,202.1
44404.71,202.1
44404.75,202.1
44404.79,202.1
44404.83,202.1
44404.88,202.1
44404.92,202.1
44404.96,202.1
44405,202.1
44405.04,202.1
44405.08,202.1
44405.12,202.1
44405.17,202.1
44405.21,202.1
44405.25,202.1
44405.29,202.1
44405.33,202.1
44405.38,202.1
44405.42,202.1
44405.46,202.1
44405.5,202.1
44405.54,202.1
44405.58,202.1
44405.62,202.1
44405.67,202.1
44405.71,202.1
44405.75,202.1
44405.79,202.1
44405.83,202.1
44405.88,202.1
44405.92,202.1
44405.96,202.1
44406,202.1
44406.04,202.1
44406.08,202.1
44406.12,202.1
44406.17,202.1
44406.21,202.1
44406.25,202.1
44406.29,202.1
44406.33,202.1
44406.38,202.1
44406.42,202.1
44406.46,202.1
44406.5,202.1
44406.54,202.1
44406.58,202.1
44406.62,202.1
44406.67,202.1
44406.71,202.1
44406.75,202.1
44406.79,202.1
44406.83,202.1
44406.88,202.1
44406.92,202.1
44406.96,202.1
44407,202.1
44407.04,202.1
44407.08,202.1
44407.12,202.1
44407.17,202.1
44407.21,202.1
44407.25,202.1
44407.29,202.1
44407.33,202.1
44407.38,202.1
44407.42,202.1
44407.46,202.1
44407.5,202.1
44407.54,202.1
44407.58,202.1
44407.62,202.1
44407.67,202.1
44407.71,202.1
44407.75,202.1
44407.79,202.1
44407.83,202.1
44407.88,202.1
44407.92,202.1
44407.96,202.1
44408,202.1
44408.04,202.1
44408.08,202.1
44408.12,202.1
44408.17,202.1
44408.21,202.1
44408.25,202.1
44408.29,202.1
44408.33,202.1
44408.38,202.1
44408.42,202.1
44408.46,202.1
44408.5,202.1
44408.54,202.1
44408.58,202.1
44408.62,202.1
44408.67,202.1
44408.71,202.1
44408.75,202.1
44408.79,202.1
44408.83,202.1
44408.88,202.1
44408.92,202.1
44408.96,202.1
44409,331.02
44409.04,331.02
44409.08,331.02
44409.12,331.02
44409.17,331.02
44409.21,331.02
44409.25,331.02
44409.29,331.02
44409.33,331.02
44409.38,331.02
44409.42,331.02
44409.46,331.02
44409.5,331.02
44409.54,331.02
44409.58,331.02
44409.62,331.02
44409.67,331.02
44409.71,331.02
44409.75,331.02
44409.79,331.02
44409.83,331.02
44409.88,331.02
44409.92,331.02
44409.96,331.02
44410,331.02
44410.04,331.02
44410.08,331.02
44410.12,331.02
44410.17,331.02
44410.21,331.02
44410.25,331.02
44410.29,331.02
44410.33,331.02
44410.38,331.02
44410.42,331.02
44410.46,331.02
44410.5,331.02
44410.54,331.02
44410.58,331.02
44410.62,331.02
44410.67,331.02
44410.71,331.02
44410.75,331.02
44410.79,331.02
44410.83,331.02
44410.88,331.02
44410.92,331.02
44410.96,331.02
44411,331.02
44411.04,331.02
44411.08,331.02
44411.12,331.02
44411.17,331.02
44411.21,331.02
44411.25,331.02
44411.29,331.02
44411.33,331.02
44411.38,331.02
44411.42,331.02
44411.46,331.02
44411.5,331.02
44411.54,331.02
44411.58,331.02
44411.62,331.02
44411.67,331.02
44411.71,331.02
44411.75,331.02
44411.79,331.02
44411.83,331.02
44411.88,331.02
44411.92,331.02
44411.96,331.02
44412,331.02
44412.04,331.02
44412.08,331.02
44412.12,331.02
44412.17,331.02
44412.21,331.02
44412.25,331.02
44412.29,331.02
44412.33,331.02
44412.38,331.02
44412.42,331.02
44412.46,331.02
44412.5,331.02
44412.54,331.02
44412.58,331.02
44412.62,331.02
44412.67,331.02
44412.71,331.02
44412.75,331.02
44412.79,331.02
44412.83,331.02
44412.88,331.02
44412.92,331.02
44412.96,331.02
44413,331.02
44413.04,331.02
44413.08,331.02
44413.12,331.02
44413.17,331.02
44413.21,331.02
44413.25,331.02
44413.29,331.02
44413.33,331.02
44413.38,331.02
44413.42,331.02
44413.46,331.02
44413.5,331.02
44413.54,331.02
44413.58,331.02
44413.62,331.02
44413.67,331.02
44413.71,331.02
44413.75,331.02
44413.79,331.02
44413.83,331.02
44413.88,331.02
44413.92,331.02
44413.96,331.02
44414,331.02
44414.04,331.02
44414.08,331.02
44414.12,331.02
44414.17,331.02
44414.21,331.02
44414.25,331.02
44414.29,331.02
44414.33,331.02
44414.38,331.02
44414.42,331.02
44414.46,331.02
44414.5,331.02
44414.54,331.02
44414.58,331.02
44414.62,331.02
44414.67,331.02
44414.71,331.02
44414.75,331.02
44414.79,331.02
44414.83,331.02
44414.88,331.02
44414.92,331.02
44414.96,331.02
44415,331.02
44415.04,331.02
44415.08,331.02
44415.12,331.02
44415.17,331.02
44415.21,331.02
44415.25,331.02
44415.29,331.02
44415.33,331.02
44415.38,331.02
44415.42,331.02
44415.46,331.02
44415.5,331.02
44415.54,331.02
44415.58,331.02
44415.62,331.02
44415.67,331.02
44415.71,331.02
44415.75,331.02
44415.79,331.02
44415.83,331.02
44415.88,331.02
44415.92,331.02
44415.96,331.02
44416,331.02
44416.04,331.02
44416.08,331.02
44416.12,331.02
44416.17,331.02
44416.21,331.02
44416.25,331.02
44416.29,331.02
44416.33,331.02
44416.38,331.02
44416.42,331.02
44416.46,331.02
44416.5,331.02
44416.54,331.02
44416.58,331.02
44416.62,331.02
44416.67,331.02
44416.71,331.02
44416.75,331.02
44416.79,331.02
44416.83,331.02
44416.88,331.02
44416.92,331.02
44416.96,331.02
44417,331.02
44417.04,331.02
44417.08,331.02
44417.12,331.02
44417.17,331.02
44417.21,331.02
44417.25,331.02
44417.29,331.02
44417.33,331.02
44417.38,331.02
44417.42,331.02
44417.46,331.02
44417.5,331.02
44417.54,331.02
44417.58,331.02
44417.62,331.02
44417.67,331.02
44417.71,331.02
44417.75,331.02
44417.79,331.02
44417.83,331.02
44417.88,331.02
44417.92,331.02
44417.96,331.02
44418,331.02
44418.04,331.02
44418.08,331.02
44418.12,331.02
44418.17,331.02
44418.21,331.02
44418.25,331.02
44418.29,331.02
44418.33,331.02
44418.38,331.02
44418.42,331.02
44418.46,331.02
44418.5,331.02
44418.54,331.02
44418.58,331.02
44418.62,331.02
44418.67,331.02
44418.71,331.02
44418.75,331.02
44418.79,331.02
44418.83,331.02
44418.88,331.02
44418.92,331.02
44418.96,331.02
44419,331.02
44419.04,331.02
44419.08,331.02
44419.12,331.02
44419.17,331.02
44419.21,331.02
44419.25,331.02
44419.29,331.02
44419.33,331.02
44419.38,331.02
44419.42,331.02
44419.46,331.02
44419.5,331.02
44419.54,331.02
44419.58,331.02
44419.62,331.02
44419.67,331.02
44419.71,331.02
44419.75,331.02
44419.79,331.02
44419.83,331.02
44419.88,331.02
44419.92,331.02
44419.96,331.02
44420,331.02
44420.04,331.02
44420.08,331.02
44420.12,331.02
44420.17,331.02
44420.21,331.02
44420.25,331.02
44420.29,331.02
44420.33,331.02
44420.38,331.02
44420.42,331.02
44420.46,331.02
44420.5,331.02
44420.54,331.02
44420.58,331.02
44420.62,331.02
44420.67,331.02
44420.71,331.02
44420.75,331.02
44420.79,331.02
44420.83,331.02
44420.88,331.02
44420.92,331.02
44420.96,331.02
44421,331.02
44421.04,331.02
44421.08,331.02
44421.12,331.02
44421.17,331.02
44421.21,331.02
44421.25,331.02
44421.29,331.02
44421.33,331.02
44421.38,331.02
44421.42,331.02
44421.46,331.02
44421.5,331.02
44421.54,331.02
44421.58,331.02
44421.62,331.02
44421.67,331.02
44421.71,331.02
44421.75,331.02
44421.79,331.02
44421.83,331.02
44421.88,331.02
44421.92,331.02
44421.96,331.02
44422,331.02
44422.04,331.02
44422.08,331.02
44422.12,331.02
44422.17,331.02
44422.21,331.02
44422.25,331.02
44422.29,331.02
44422.33,331.02
44422.38,331.02
44422.42,331.02
44422.46,331.02
44422.5,331.02
44422.54,331.02
44422.58,331.02
44422.62,331.02
44422.67,331.02
44422.71,331.02
44422.75,331.02
44422.79,331.02
44422.83,331.02
44422.88,331.02
44422.92,331.02
44422.96,331.02
44423,331.02
44423.04,331.02
44423.08,331.02
44423.12,331.02
44423.17,331.02
44423.21,331.02
44423.25,331.02
44423.29,331.02
44423.33,331.02
44423.38,331.02
44423.42,331.02
44423.46,331.02
44423.5,331.02
44423.54,331.02
44423.58,331.02
44423.62,331.02
44423.67,331.02
44423.71,331.02
44423.75,331.02
44423.79,331.02
44423.83,331.02
44423.88,331.02
44423.92,331.02
44423.96,331.02
44424,331.02
44424.04,331.02
44424.08,331.02
44424.12,331.02
44424.17,331.02
44424.21,331.02
44424.25,331.02
44424.29,331.02
44424.33,331.02
44424.38,331.02
44424.42,331.02
44424.46,331.02
44424.5,331.02
44424.54,331.02
44424.58,331.02
44424.62,331.02
44424.67,331.02
44424.71,331.02
44424.75,331.02
44424.79,331.02
44424.83,331.02
44424.88,331.02
44424.92,331.02
44424.96,331.02
44425,331.02
44425.04,331.02
44425.08,331.02
44425.12,331.02
44425.17,331.02
44425.21,331.02
44425.25,331.02
44425.29,331.02
44425.33,331.02
44425.38,331.02
44425.42,331.02
44425.46,331.02
44425.5,331.02
44425.54,331.02
44425.58,331.02
44425.62,331.02
44425.67,331.02
44425.71,331.02
44425.75,331.02
44425.79,331.02
44425.83,331.02
44425.88,331.02
44425.92,331.02
44425.96,331.02
44426,331.02
44426.04,331.02
44426.08,331.02
44426.12,331.02
44426.17,331.02
44426.21,331.02
44426.25,331.02
44426.29,331.02
44426.33,331.02
44426.38,331.02
44426.42,331.02
44426.46,331.02
44426.5,331.02
44426.54,331.02
44426.58,331.02
44426.62,331.02
44426.67,331.02
44426.71,331.02
44426.75,331.02
44426.79,331.02
44426.83,331.02
44426.88,331.02
44426.92,331.02
44426.96,331.02
44427,331.02
44427.04,331.02
44427.08,331.02
44427.12,331.02
44427.17,331.02
44427.21,331.02
44427.25,331.02
44427.29,331.02
44427.33,331.02
44427.38,331.02
44427.42,331.02
44427.46,331.02
44427.5,331.02
44427.54,331.02
44427.58,331.02
44427.62,331.02
44427.67,331.02
44427.71,331.02
44427.75,331.02
44427.79,331.02
44427.83,331.02
44427.88,331.02
44427.92,331.02
44427.96,331.02
44428,331.02
44428.04,331.02
44428.08,331.02
44428.12,331.02
44428.17,331.02
44428.21,331.02
44428.25,331.02
44428.29,331.02
44428.33,331.02
44428.38,331.02
44428.42,331.02
44428.46,331.02
44428.5,331.02
44428.54,331.02
44428.58,331.02
44428.62,331.02
44428.67,331.02
44428.71,331.02
44428.75,331.02
44428.79,331.02
44428.83,331.02
44428.88,331.02
44428.92,331.02
44428.96,331.02
44429,331.02
44429.04,331.02
44429.08,331.02
44429.12,331.02
44429.17,331.02
44429.21,331.02
44429.25,331.02
44429.29,331.02
44429.33,331.02
44429.38,331.02
44429.42,331.02
44429.46,331.02
44429.5,331.02
44429.54,331.02
44429.58,331.02
44429.62,331.02
44429.67,331.02
44429.71,331.02
44429.75,331.02
44429.79,331.02
44429.83,331.02
44429.88,331.02
44429.92,331.02
44429.96,331.02
44430,331.02
44430.04,331.02
44430.08,331.02
44430.12,331.02
44430.17,331.02
44430.21,331.02
44430.25,331.02
44430.29,331.02
44430.33,331.02
44430.38,331.02
44430.42,331.02
44430.46,331.02
44430.5,331.02
44430.54,331.02
44430.58,331.02
44430.62,331.02
44430.67,331.02
44430.71,331.02
44430.75,331.02
44430.79,331.02
44430.83,331.02
44430.88,331.02
44430.92,331.02
44430.96,331.02
44431,331.02
44431.04,331.02
44431.08,331.02
44431.12,331.02
44431.17,331.02
44431.21,331.02
44431.25,331.02
44431.29,331.02
44431.33,331.02
44431.38,331.02
44431.42,331.02
44431.46,331.02
44431.5,331.02
44431.54,331.02
44431.58,331.02
44431.62,331.02
44431.67,331.02
44431.71,331.02
44431.75,331.02
44431.79,331.02
44431.83,331.02
44431.88,331.02
44431.92,331.02
44431.96,331.02
44432,331.02
44432.04,331.02
44432.08,331.02
44432.12,331.02
44432.17,331.02
44432.21,331.02
44432.25,331.02
44432.29,331.02
44432.33,331.02
44432.38,331.02
44432.42,331.02
44432.46,331.02
44432.5,331.02
44432.54,331.02
44432.58,331.02
44432.62,331.02
44432.67,331.02
44432.71,331.02
44432.75,331.02
44432.79,331.02
44432.83,331.02
44432.88,331.02
44432.92,331.02
44432.96,331.02
44433,331.02
44433.04,331.02
44433.08,331.02
44433.12,331.02
44433.17,331.02
44433.21,331.02
44433.25,331.02
44433.29,331.02
44433.33,331.02
44433.38,331.02
44433.42,331.02
44433.46,331.02
44433.5,331.02
44433.54,331.02
44433.58,331.02
44433.62,331.02
44433.67,331.02
44433.71,331.02
44433.75,331.02
44433.79,331.02
44433.83,331.02
44433.88,331.02
44433.92,331.02
44433.96,331.02
44434,331.02
44434.04,331.02
44434.08,331.02
44434.12,331.02
44434.17,331.02
44434.21,331.02
44434.25,331.02
44434.29,331.02
44434.33,331.02
44434.38,331.02
44434.42,331.02
44434.46,331.02
44434.5,331.02
44434.54,331.02
44434.58,331.02
44434.62,331.02
44434.67,331.02
44434.71,331.02
44434.75,331.02
44434.79,331.02
44434.83,331.02
44434.88,331.02
44434.92,331.02
44434.96,331.02
44435,331.02
44435.04,331.02
44435.08,331.02
44435.12,331.02
44435.17,331.02
44435.21,331.02
44435.25,331.02
44435.29,331.02
44435.33,331.02
44435.38,331.02
44435.42,331.02
44435.46,331.02
44435.5,331.02
44435.54,331.02
44435.58,331.02
44435.62,331.02
44435.67,331.02
44435.71,331.02
44435.75,331.02
44435.79,331.02
44435.83,331.02
44435.88,331.02
44435.92,331.02
44435.96,331.02
44436,331.02
44436.04,331.02
44436.08,331.02
44436.12,331.02
44436.17,331.02
44436.21,331.02
44436.25,331.02
44436.29,331.02
44436.33,331.02
44436.38,331.02
44436.42,331.02
44436.46,331.02
44436.5,331.02
44436.54,331.02
44436.58,331.02
44436.62,331.02
44436.67,331.02
44436.71,331.02
44436.75,331.02
44436.79,331.02
44436.83,331.02
44436.88,331.02
44436.92,331.02
44436.96,331.02
44437,331.02
44437.04,331.02
44437.08,331.02
44437.12,331.02
44437.17,331.02
44437.21,331.02
44437.25,331.02
44437.29,331.02
44437.33,331.02
44437.38,331.02
44437.42,331.02
44437.46,331.02
44437.5,331.02
44437.54,331.02
44437.58,331.02
44437.62,331.02
44437.67,331.02
44437.71,331.02
44437.75,331.02
44437.79,331.02
44437.83,331.02
44437.88,331.02
44437.92,331.02
44437.96,331.02
44438,331.02
44438.04,331.02
44438.08,331.02
44438.12,331.02
44438.17,331.02
44438.21,331.02
44438.25,331.02
44438.29,331.02
44438.33,331.02
44438.38,331.02
44438.42,331.02
44438.46,331.02
44438.5,331.02
44438.54,331.02
44438.58,331.02
44438.62,331.02
44438.67,331.02
44438.71,331.02
44438.75,331.02
44438.79,331.02
44438.83,331.02
44438.88,331.02
44438.92,331.02
44438.96,331.02
44439,331.02
44439.04,331.02
44439.08,331.02
44439.12,331.02
44439.17,331.02
44439.21,331.02
44439.25,331.02
44439.29,331.02
44439.33,331.02
44439.38,331.02
44439.42,331.02
44439.46,331.02
44439.5,331.02
44439.54,331.02
44439.58,331.02
44439.62,331.02
44439.67,331.02
44439.71,331.02
44439.75,331.02
44439.79,331.02
44439.83,331.02
44439.88,331.02
44439.92,331.02
44439.96,331.02
44440,176.26
44440.04,176.26
44440.08,176.26
44440.12,176.26
44440.17,176.26
44440.21,176.26
44440.25,176.26
44440.29,176.26
44440.33,176.26
44440.38,176.26
44440.42,176.26
44440.46,176.26
44440.5,176.26
44440.54,176.26
44440.58,176.26
44440.62,176.26
44440.67,176.26
44440.71,176.26
44440.75,176.26
44440.79,176.26
44440.83,176.26
44440.88,176.26
44440.92,176.26
44440.96,176.26
44441,176.26
44441.04,176.26
44441.08,176.26
44441.12,176.26
44441.17,176.26
44441.21,176.26
44441.25,176.26
44441.29,176.26
44441.33,176.26
44441.38,176.26
44441.42,176.26
44441.46,176.26
44441.5,176.26
44441.54,176.26
44441.58,176.26
44441.62,176.26
44441.67,176.26
44441.71,176.26
44441.75,176.26
44441.79,176.26
44441.83,176.26
44441.88,176.26
44441.92,176.26
44441.96,176.26
44442,176.26
44442.04,176.26
44442.08,176.26
44442.12,176.26
44442.17,176.26
44442.21,176.26
44442.25,176.26
44442.29,176.26
44442.33,176.26
44442.38,176.26
44442.42,176.26
44442.46,176.26
44442.5,176.26
44442.54,176.26
44442.58,176.26
44442.62,176.26
44442.67,176.26
44442.71,176.26
44442.75,176.26
44442.79,176.26
44442.83,176.26
44442.88,176.26
44442.92,176.26
44442.96,176.26
44443,176.26
44443.04,176.26
44443.08,176.26
44443.12,176.26
44443.17,176.26
44443.21,176.26
44443.25,176.26
44443.29,176.26
44443.33,176.26
44443.38,176.26
44443.42,176.26
44443.46,176.26
44443.5,176.26
44443.54,176.26
44443.58,176.26
44443.62,176.26
44443.67,176.26
44443.71,176.26
44443.75,176.26
44443.79,176.26
44443.83,176.26
44443.88,176.26
44443.92,176.26
44443.96,176.26
44444,176.26
44444.04,176.26
44444.08,176.26
44444.12,176.26
44444.17,176.26
44444.21,176.26
44444.25,176.26
44444.29,176.26
44444.33,176.26
44444.38,176.26
44444.42,176.26
44444.46,176.26
44444.5,176.26
44444.54,176.26
44444.58,176.26
44444.62,176.26
44444.67,176.26
44444.71,176.26
44444.75,176.26
44444.79,176.26
44444.83,176.26
44444.88,176.26
44444.92,176.26
44444.96,176.26
44445,176.26
44445.04,176.26
44445.08,176.26
44445.12,176.26
44445.17,176.26
44445.21,176.26
44445.25,176.26
44445.29,176.26
44445.33,176.26
44445.38,176.26
44445.42,176.26
44445.46,176.26
44445.5,176.26
44445.54,176.26
44445.58,176.26
44445.62,176.26
44445.67,176.26
44445.71,176.26
44445.75,176.26
44445.79,176.26
44445.83,176.26
44445.88,176.26
44445.92,176.26
44445.96,176.26
44446,176.26
44446.04,176.26
44446.08,176.26
44446.12,176.26
44446.17,176.26
44446.21,176.26
44446.25,176.26
44446.29,176.26
44446.33,176.26
44446.38,176.26
44446.42,176.26
44446.46,176.26
44446.5,176.26
44446.54,176.26
44446.58,176.26
44446.62,176.26
44446.67,176.26
44446.71,176.26
44446.75,176.26
44446.79,176.26
44446.83,176.26
44446.88,176.26
44446.92,176.26
44446.96,176.26
44447,176.26
44447.04,176.26
44447.08,176.26
44447.12,176.26
44447.17,176.26
44447.21,176.26
44447.25,176.26
44447.29,176.26
44447.33,176.26
44447.38,176.26
44447.42,176.26
44447.46,176.26
44447.5,176.26
44447.54,176.26
44447.58,176.26
44447.62,176.26
44447.67,176.26
44447.71,176.26
44447.75,176.26
44447.79,176.26
44447.83,176.26
44447.88,176.26
44447.92,176.26
44447.96,176.26
44448,176.26
44448.04,176.26
44448.08,176.26
44448.12,176.26
44448.17,176.26
44448.21,176.26
44448.25,176.26
44448.29,176.26
44448.33,176.26
44448.38,176.26
44448.42,176.26
44448.46,176.26
44448.5,176.26
44448.54,176.26
44448.58,176.26
44448.62,176.26
44448.67,176.26
44448.71,176.26
44448.75,176.26
44448.79,176.26
44448.83,176.26
44448.88,176.26
44448.92,176.26
44448.96,176.26
44449,176.26
44449.04,176.26
44449.08,176.26
44449.12,176.26
44449.17,176.26
44449.21,176.26
44449.25,176.26
44449.29,176.26
44449.33,176.26
44449.38,176.26
44449.42,176.26
44449.46,176.26
44449.5,176.26
44449.54,176.26
44449.58,176.26
44449.62,176.26
44449.67,176.26
44449.71,176.26
44449.75,176.26
44449.79,176.26
44449.83,176.26
44449.88,176.26
44449.92,176.26
44449.96,176.26
44450,176.26
44450.04,176.26
44450.08,176.26
44450.12,176.26
44450.17,176.26
44450.21,176.26
44450.25,176.26
44450.29,176.26
44450.33,176.26
44450.38,176.26
44450.42,176.26
44450.46,176.26
44450.5,176.26
44450.54,176.26
44450.58,176.26
44450.62,176.26
44450.67,176.26
44450.71,176.26
44450.75,176.26
44450.79,176.26
44450.83,176.26
44450.88,176.26
44450.92,176.26
44450.96,176.26
44451,176.26
44451.04,176.26
44451.08,176.26
44451.12,176.26
44451.17,176.26
44451.21,176.26
44451.25,176.26
44451.29,176.26
44451.33,176.26
44451.38,176.26
44451.42,176.26
44451.46,176.26
44451.5,176.26
44451.54,176.26
44451.58,176.26
44451.62,176.26
44451.67,176.26
44451.71,176.26
44451.75,176.26
44451.79,176.26
44451.83,176.26
44451.88,176.26
44451.92,176.26
44451.96,176.26
44452,176.26
44452.04,176.26
44452.08,176.26
44452.12,176.26
44452.17,176.26
44452.21,176.26
44452.25,176.26
44452.29,176.26
44452.33,176.26
44452.38,176.26
44452.42,176.26
44452.46,176.26
44452.5,176.26
44452.54,176.26
44452.58,176.26
44452.62,176.26
44452.67,176.26
44452.71,176.26
44452.75,176.26
44452.79,176.26
44452.83,176.26
44452.88,176.26
44452.92,176.26
44452.96,176.26
44453,176.26
44453.04,176.26
44453.08,176.26
44453.12,176.26
44453.17,176.26
44453.21,176.26
44453.25,176.26
44453.29,176.26
44453.33,176.26
44453.38,176.26
44453.42,176.26
44453.46,176.26
44453.5,176.26
44453.54,176.26
44453.58,176.26
44453.62,176.26
44453.67,176.26
44453.71,176.26
44453.75,176.26
44453.79,176.26
44453.83,176.26
44453.88,176.26
44453.92,176.26
44453.96,176.26
44454,176.26
44454.04,176.26
44454.08,176.26
44454.12,176.26
44454.17,176.26
44454.21,176.26
44454.25,176.26
44454.29,176.26
44454.33,176.26
44454.38,176.26
44454.42,176.26
44454.46,176.26
44454.5,176.26
44454.54,176.26
44454.58,176.26
44454.62,176.26
44454.67,176.26
44454.71,176.26
44454.75,176.26
44454.79,176.26
44454.83,176.26
44454.88,176.26
44454.92,176.26
44454.96,176.26
44455,176.26
44455.04,176.26
44455.08,176.26
44455.12,176.26
44455.17,176.26
44455.21,176.26
44455.25,176.26
44455.29,176.26
44455.33,176.26
44455.38,176.26
44455.42,176.26
44455.46,176.26
44455.5,176.26
44455.54,176.26
44455.58,176.26
44455.62,176.26
44455.67,176.26
44455.71,176.26
44455.75,176.26
44455.79,176.26
44455.83,176.26
44455.88,176.26
44455.92,176.26
44455.96,176.26
44456,176.26
44456.04,176.26
44456.08,176.26
44456.12,176.26
44456.17,176.26
44456.21,176.26
44456.25,176.26
44456.29,176.26
44456.33,176.26
44456.38,176.26
44456.42,176.26
44456.46,176.26
44456.5,176.26
44456.54,176.26
44456.58,176.26
44456.62,176.26
44456.67,176.26
44456.71,176.26
44456.75,176.26
44456.79,176.26
44456.83,176.26
44456.88,176.26
44456.92,176.26
44456.96,176.26
44457,176.26
44457.04,176.26
44457.08,176.26
44457.12,176.26
44457.17,176.26
44457.21,176.26
44457.25,176.26
44457.29,176.26
44457.33,176.26
44457.38,176.26
44457.42,176.26
44457.46,176.26
44457.5,176.26
44457.54,176.26
44457.58,176.26
44457.62,176.26
44457.67,176.26
44457.71,176.26
44457.75,176.26
44457.79,176.26
44457.83,176.26
44457.88,176.26
44457.92,176.26
44457.96,176.26
44458,176.26
44458.04,176.26
44458.08,176.26
44458.12,176.26
44458.17,176.26
44458.21,176.26
44458.25,176.26
44458.29,176.26
44458.33,176.26
44458.38,176.26
44458.42,176.26
44458.46,176.26
44458.5,176.26
44458.54,176.26
44458.58,176.26
44458.62,176.26
44458.67,176.26
44458.71,176.26
44458.75,176.26
44458.79,176.26
44458.83,176.26
44458.88,176.26
44458.92,176.26
44458.96,176.26
44459,176.26
44459.04,176.26
44459.08,176.26
44459.12,176.26
44459.17,176.26
44459.21,176.26
44459.25,176.26
44459.29,176.26
44459.33,176.26
44459.38,176.26
44459.42,176.26
44459.46,176.26
44459.5,176.26
44459.54,176.26
44459.58,176.26
44459.62,176.26
44459.67,176.26
44459.71,176.26
44459.75,176.26
44459.79,176.26
44459.83,176.26
44459.88,176.26
44459.92,176.26
44459.96,176.26
44460,176.26
44460.04,176.26
44460.08,176.26
44460.12,176.26
44460.17,176.26
44460.21,176.26
44460.25,176.26
44460.29,176.26
44460.33,176.26
44460.38,176.26
44460.42,176.26
44460.46,176.26
44460.5,176.26
44460.54,176.26
44460.58,176.26
44460.62,176.26
44460.67,176.26
44460.71,176.26
44460.75,176.26
44460.79,176.26
44460.83,176.26
44460.88,176.26
44460.92,176.26
44460.96,176.26
44461,176.26
44461.04,176.26
44461.08,176.26
44461.12,176.26
44461.17,176.26
44461.21,176.26
44461.25,176.26
44461.29,176.26
44461.33,176.26
44461.38,176.26
44461.42,176.26
44461.46,176.26
44461.5,176.26
44461.54,176.26
44461.58,176.26
44461.62,176.26
44461.67,176.26
44461.71,176.26
44461.75,176.26
44461.79,176.26
44461.83,176.26
44461.88,176.26
44461.92,176.26
44461.96,176.26
44462,176.26
44462.04,176.26
44462.08,176.26
44462.12,176.26
44462.17,176.26
44462.21,176.26
44462.25,176.26
44462.29,176.26
