$,,,,,,
,,,,,,
jday,tem,dew,windforce,windangle,cloud,pressure
44453.46,16.93,13.37,0.55,2.18,9.1,568.66
44453.5,16.64,13.5,0.88,2.49,7.46,568.49
44453.54,18.09,14.34,1.12,2.95,9.36,568.41
44453.58,18.12,15.46,1.32,0.28,9.62,567.57
44453.62,17.72,15.16,1.47,0.15,10,567.56
44453.67,16.24,14.27,1.83,0.4,9.94,567.01
44453.71,16.07,14.45,1.62,0.28,10,567.27
44453.75,13.82,13.49,1.86,0.57,10,567.09
44453.79,14.16,13.78,1.36,0.79,10,567.94
44453.83,14.3,13.92,1.47,0.91,10,568.12
44453.88,14.75,13.77,1.38,0.96,10,568.52
44453.92,14.59,13.96,1.43,0.96,10,569
44453.96,13.41,13.29,1.36,0.99,10,569.07
44454,13.39,13.29,1.55,1.06,10,568.98
44454.04,13.21,13.14,1.36,1.04,10,568.87
44454.08,13.18,13.15,1.37,1.05,10,568.39
44454.12,13.18,13.18,1.32,1.03,10,568.34
44454.17,12.43,12.43,1.32,1.09,10,568.03
44454.21,12.36,12.36,1.03,1.07,10,567.84
44454.25,11.58,11.58,0.9,1.06,10,568.07
44454.29,11.51,11.51,0.85,1.09,10,568.21
44454.33,11.73,11.73,0.88,1.12,10,568.37
44454.38,11.56,11.56,0.97,1.5,10,568.54
44454.42,12.23,11.91,0.82,1.46,10,568.7
44454.46,12.89,12.19,1,1.44,10,568.58
44454.5,13.58,12.45,1.41,1.21,10,568.17
44454.54,15.3,12.82,1.65,0.96,10,567.94
44454.58,14.94,12.8,1.79,0.72,10,567.22
44454.62,15.31,12.57,1.85,0.56,9.8,566.93
44454.67,15.1,12.75,1.79,0.4,8.28,566.53
44454.71,14.85,12.82,1.78,0.39,9.22,566.24
44454.75,13.61,12.98,1.59,0.34,9.39,566.68
44454.79,13.38,12.75,1.25,0.25,10,566.73
44454.83,13.26,12.93,0.95,0.39,10,566.75
44454.88,13.36,13.07,0.86,0.24,9.98,567.13
44454.92,13.39,13.19,0.64,0.02,9.96,567.32
44454.96,12.82,12.8,0.67,0.51,9.68,567.39
44455,13.01,12.99,0.67,2.96,9.68,567.21
44455.04,13.14,13.14,0.94,2.38,10,566.83
44455.08,13.22,13.22,0.85,2.15,9.88,566.54
44455.12,13.54,13.54,0.85,1.95,9.4,566.19
44455.17,13.67,13.5,1.04,1.87,9.01,565.66
44455.21,13.56,13.41,0.91,1.87,8.91,565.37
44455.25,13.69,13.48,0.65,2.6,10,565.97
44455.29,13.67,13.45,1.05,2.74,10,565.72
44455.33,13.28,13.08,1.21,2.61,10,566.2
44455.38,12.7,12.53,1.26,2.56,9.9,566.3
44455.42,15.45,14.32,1.25,2.53,10,566.55
44455.46,14.97,13.87,1.11,2.44,10,566.38
44455.5,15.23,13.69,0.92,2.99,10,566.18
44455.54,16.67,14.06,1.11,0.13,10,565.92
44455.58,16.53,13.59,1.41,0.18,10,565.38
44455.62,16.41,13.66,1.57,0.18,9.44,565.24
44455.67,17.19,14.18,1.72,0.24,9.74,564.92
44455.71,16.72,14.11,1.6,0.26,9.92,565.1
44455.75,14.34,13.45,1.67,0.31,8.95,565.63
44455.79,14.41,13.8,1.48,0.45,10,565.62
44455.83,14.74,14.12,1.44,0.41,10,566
44455.88,14.99,14.29,1.2,0.21,10,566.58
44455.92,14.9,14.32,1.11,0.19,10,567.19
44455.96,13.83,13.73,1,0.41,10,566.98
44456,13.94,13.82,0.86,0.41,10,567.28
44456.04,13.65,13.6,0.78,0.3,10,567.2
44456.08,13.71,13.68,0.75,0.23,10,567
44456.12,13.72,13.71,0.74,3.08,10,566.81
44456.17,13.48,13.48,0.74,2.51,10,566.85
44456.21,13.5,13.5,0.84,2.04,10,566.78
44456.25,13.21,13.17,0.86,0.15,10,567.37
44456.29,13.23,13.23,0.79,0.03,10,567.51
44456.33,13.43,13.39,0.72,3.04,10,567.84
44456.38,13.7,13.43,0.9,2.25,10,567.8
44456.42,15.87,14.24,0.77,2.31,10,567.89
44456.46,16.16,14.17,0.65,2.59,9.98,567.92
44456.5,15.76,14.02,0.77,2.78,9.98,567.82
44456.54,17.45,14.25,0.99,0.1,9.7,567.33
44456.58,17.43,14.76,1.15,0.15,9.7,567.1
44456.62,16.92,14.84,1.23,0.15,9.82,566.81
44456.67,16.73,14.61,1.26,0.23,9.52,566.69
44456.71,16.4,14.59,1.33,0.32,10,566.88
44456.75,15.05,14.18,1.47,0.35,9.82,566.98
44456.79,15.37,14.52,1.4,0.44,9.92,567.4
44456.83,15.57,14.59,1.36,0.45,10,567.5
44456.88,15.61,14.61,1.15,0.46,10,568.07
44456.92,15.72,14.71,0.81,0.24,10,568.48
44456.96,14.68,14.45,0.71,3.01,10,568.39
44457,14.81,14.52,0.66,3,10,568.52
44457.04,14.76,14.48,0.55,2.62,10,568.18
44457.08,14.78,14.38,0.5,2.59,10,568
44457.12,14.74,14.4,0.61,2.15,10,567.69
44457.17,14.22,14.17,0.32,1.59,10,567.67
44457.21,14,13.99,0.6,1.24,10,567.88
44457.25,14.09,13.76,0.22,2.54,9.84,567.59
44457.29,14.1,13.76,0.54,2.01,9.74,567.69
44457.33,14.44,13.91,0.73,1.84,9.31,568.46
44457.38,14.83,13.97,0.71,1.77,9.27,568.29
44457.42,18,15,0.51,1.91,8.87,568.57
44457.46,18.04,15.16,0.47,1.91,9.13,568.23
44457.5,18.14,15.29,0.48,2.53,9.56,567.95
44457.54,20.13,15.24,0.69,2.97,8.22,567.5
44457.58,19.77,15.18,1.09,2.9,8.38,567.03
44457.62,19.11,15.21,1.31,2.91,5.76,566.58
44457.67,19.12,15.33,1.38,3.06,7.62,566.44
44457.71,18.85,15.39,1.34,3.13,7.26,566.41
44457.75,16.83,14.98,1.29,0.35,8.38,566.71
44457.79,16.73,15.46,1.44,0.39,8.88,566.98
44457.83,16.97,15.11,1.41,0.56,9.64,567.43
44457.88,16.81,15.5,1.24,0.44,9.88,567.93
44457.92,16.59,15.51,1.29,0.28,9.9,568.33
44457.96,14.91,14.76,1.06,0.2,10,568.64
44458,14.98,14.82,0.9,0.04,10,568.6
44458.04,14.85,14.71,0.9,0.18,10,568.55
44458.08,14.74,14.64,0.72,0.08,9.98,568.41
44458.12,14.89,14.71,0.73,2.7,9.94,568
44458.17,14.55,14.53,0.64,2.45,10,567.94
44458.21,14.53,14.52,0.64,2.22,9.98,567.76
44458.25,14.68,14.47,0.66,0.24,9.84,567.78
44458.29,14.84,14.53,0.55,2.92,10,568.25
44458.33,14.86,14.56,0.82,2.31,9.98,568.67
44458.38,14.71,14.4,1.02,1.83,9.82,568.55
44458.42,17.23,15.21,0.72,1.83,9.6,568.72
44458.46,17.53,15.42,0.31,1.84,9.7,568.87
44458.5,17.55,15.52,0.25,3.14,9.22,568.55
44458.54,19.83,15.75,0.73,0.47,7.96,568.27
44458.58,18.92,15.52,1,0.47,9.12,567.85
44458.62,19.08,15.5,1.11,0.05,8.16,567.33
44458.67,18.51,15.59,1.32,2.9,9.68,567.26
44458.71,17.84,15.94,1.32,0.17,9.8,567.3
44458.75,16.69,15.32,1.78,0.37,9.88,567.4
44458.79,16.35,15.43,1.44,0.1,9.98,567.8
44458.83,16.53,15.62,1.07,0.36,10,568.47
44458.88,16.96,15.68,1.18,0.33,10,569.06
44458.92,16.99,15.7,1.11,0.27,10,569.52
44458.96,15.51,15.27,1.12,0.42,10,569.55
44459,15.77,15.08,1.21,0.32,10,569.43
44459.04,15.49,14.88,1.16,0.42,10,569.42
44459.08,15.63,14.98,1.2,0.63,10,569.16
44459.12,15.66,15.03,1.29,0.63,10,569.04
44459.17,14.99,14.63,1.47,0.78,10,568.59
44459.21,15.07,14.67,1.77,0.91,10,568.8
44459.25,14,13.58,2.19,1.12,10,568.88
44459.29,13.63,13.33,1.91,0.97,10,569.2
44459.33,13.27,13.02,1.3,0.97,10,569.89
44459.38,12.91,12.85,1.21,1.34,10,570.34
44459.42,13.44,12.69,1.29,1.57,10,570.98
44459.46,13.25,12.68,1.46,1.56,10,570.93
44459.5,12.96,12.4,1.41,1.45,10,570.9
44459.54,12.62,11.85,1.6,1.31,10,570.48
44459.58,12.73,11.74,1.72,1.13,10,569.97
44459.62,13.25,11.21,1.69,0.95,10,569.6
44459.67,13.53,11.44,1.74,0.87,10,569.18
44459.71,13.53,11.6,1.89,0.9,10,569.4
44459.75,12.12,11.87,1.52,0.68,9.9,569.67
44459.79,12.01,11.87,1.44,0.6,10,569.51
44459.83,12.08,12.01,1.43,0.62,10,570.23
44459.88,11.98,11.98,1.22,0.68,10,570.6
44459.92,11.68,11.62,1.03,0.97,10,571.14
44459.96,11.07,11.06,0.88,1.24,10,571.11
44460,11.1,11.1,0.65,1.24,10,570.85
44460.04,10.87,10.87,0.63,0.96,10,570.87
44460.08,10.95,10.95,0.75,0.76,10,570.42
44460.12,10.9,10.9,0.66,0.67,10,570.16
44460.17,10.92,10.87,0.57,0.45,10,569.7
44460.21,10.88,10.85,0.55,0.43,10,569.59
44460.25,11.06,10.89,0.62,3.1,10,569.44
44460.29,11.2,10.91,1.09,2.51,10,569.47
44460.33,11.36,10.72,1.07,2.55,10,569.83
44460.38,11.54,10.58,1.1,2.57,10,570.02
44460.42,13.36,11.66,0.93,2.73,10,570.18
44460.46,13.23,11.81,0.87,2.9,10,570.03
44460.5,13.01,11.7,0.98,2.91,10,569.72
44460.54,14.57,11.99,1.07,2.69,10,569.34
44460.58,14.5,12,1.16,2.78,9.96,568.68
44460.62,14.39,12.19,1.33,0.03,9.98,568.21
44460.67,14.36,12.66,1.3,0.13,10,568.27
44460.71,14.12,12.84,1.36,0.22,10,567.89
44460.75,12.15,11.82,1.34,0.39,10,568.16
44460.79,12.66,12.07,1.44,0.26,10,568.31
44460.83,12.91,12.34,1.36,0.33,10,568.77
44460.88,13.09,12.36,1.28,0.25,10,569.29
44460.92,12.75,12.18,1.27,0.33,10,569.71
44460.96,11.91,11.87,1.2,0.32,10,569.94
44461,12.11,11.88,1.12,0.3,10,570.09
44461.04,11.85,11.84,1.17,0.31,10,569.91
44461.08,11.9,11.9,1.02,0.36,10,569.87
44461.12,11.98,11.99,1.14,0.38,10,569.52
44461.17,11.56,11.56,1.18,0.43,10,569.4
44461.21,11.54,11.54,1.27,0.4,10,569.36
44461.25,10.83,10.78,1.4,0.48,10,569.77
44461.29,10.73,10.72,1.43,0.43,10,569.8
44461.33,10.56,10.56,1.53,0.57,10,570.67
44461.38,10.55,10.55,1.59,0.66,10,570.82
44461.42,11.52,11.28,1.46,0.84,10,571.48
44461.46,11.34,11.16,1.57,0.89,10,571.64
44461.5,10.95,10.71,1.66,0.97,10,571.6
44461.54,11.01,10.28,1.71,1.06,10,571.56
44461.58,10.83,9.71,1.65,1.17,10,570.83
44461.62,10.86,9.74,1.53,1.25,10,570.86
44461.67,10.68,9.5,1.45,1.27,10,570.54
44461.71,10.55,9.49,1.53,1.29,10,570.57
44461.75,9.75,8.6,1.03,0.98,10,570.88
44461.79,9.83,8.96,1.07,1.13,10,571.03
44461.83,9.9,8.78,1.2,1.3,10,571.46
44461.88,9.99,8.87,1.21,1.48,10,571.7
44461.92,9.65,8.83,1.16,1.37,10,571.95
44461.96,8.48,8.11,1.1,1.41,10,571.94
44462,8.53,8.27,0.93,1.44,10,571.86
44462.04,8.55,8.31,0.86,1.3,10,571.71
44462.08,8.42,8.21,0.79,1.35,10,571.29
44462.12,8.51,8.1,0.8,1.12,10,571.07
44462.17,7.8,7.67,0.72,1.02,10,570.79
44462.21,7.82,7.7,0.61,0.7,10,570.58
44462.25,7.78,7.67,0.57,0.79,10,570.92
44462.29,7.89,7.75,0.47,0.39,10,570.57
44462.33,7.95,7.76,0.69,0.15,10,570.84
44462.38,7.98,7.56,0.85,0.48,10,571.07
44462.42,9.1,7.94,1.16,0.56,10,571.42
44462.46,9.25,8.13,1.22,0.57,10,571.38
44462.5,9.21,8.23,1.35,0.61,10,571.22
44462.54,9.77,8.37,1.44,0.56,10,570.93
44462.58,9.4,8.21,1.4,0.44,10,570.4
44462.62,9.13,8.11,1.38,0.36,10,569.9
44462.67,8.76,7.91,1.46,0.37,10,569.72
44462.71,8.82,7.96,1.3,0.38,10,569.61
44462.75,8.13,7.94,1.02,0.15,10,569.79
44462.79,8.29,8.07,1.25,0.29,10,569.78
44462.83,8.53,8.26,1.31,0.48,10,569.96
44462.88,8.4,8.19,1.33,0.61,10,570.31
44462.92,8.55,8.29,1.34,0.66,10,570.6
44462.96,7.96,7.8,1.15,0.58,10,570.63
44463,7.96,7.76,0.99,0.22,10,570.41
44463.04,7.93,7.78,1.03,0.13,10,570.34
44463.08,7.95,7.85,1.01,0.29,10,569.74
44463.12,7.97,7.82,1.02,0.36,10,569.6
44463.17,7.74,7.54,0.97,0.48,10,569.19
44463.21,7.65,7.38,0.93,0.54,10,569.09
44463.25,7.73,7.54,0.76,3.1,10,569.26
44463.29,7.7,7.49,0.95,2.85,10,569.14
44463.33,7.86,7.29,0.99,0.3,10,569.65
44463.38,7.58,7.38,1.01,0.54,10,570.12
44463.42,8.68,8.31,1.24,0.76,10,570.38
44463.46,8.25,7.91,1.28,0.68,10,570.62
44463.5,8.54,8.1,1.14,0.65,10,570.36
44463.54,9.82,8.44,1.03,0.64,10,570.13
44463.58,9.75,8.65,0.84,0.27,10,569.56
44463.62,10.16,8.99,0.93,2.8,10,569.11
44463.67,9.49,8.82,0.94,2.8,10,568.9
44463.71,9.62,9.07,0.83,0.04,10,568.82
44463.75,9.1,8.86,0.8,2.8,10,569.11
44463.79,9.26,8.84,0.77,0.04,10,569.01
44463.83,9.17,9.01,0.88,0.53,10,569.22
44463.88,9.23,9.08,1.11,0.97,10,569.86
44463.92,9.39,9.32,1.1,1.13,10,570.32
44463.96,8.9,8.9,1.11,1.04,10,570.3
44464,8.87,8.87,0.95,0.94,10,570.56
44464.04,8.77,8.77,0.82,1.12,10,570.54
44464.08,8.7,8.7,0.56,0.86,10,570.24
44464.12,8.78,8.78,0.17,1.62,10,570
44464.17,8.51,8.51,0.3,1.51,10,569.68
44464.21,8.48,8.48,0.32,1.67,9.82,569.51
44464.25,8.74,8.37,0.1,2.08,10,570.07
44464.29,8.64,8.48,0.44,2.51,10,570.15
44464.33,8.91,8.67,0.64,2.77,9.98,570.45
44464.38,9.7,8.76,0.83,0.02,9.98,570.85
44464.42,12.12,9.04,0.86,0.13,10,570.97
44464.46,12.34,9.32,0.8,0.17,10,571.25
44464.5,12.62,9.46,0.77,0.03,10,570.87
44464.54,14.07,9.76,0.69,0.06,10,570.53
44464.58,13.87,9.79,0.7,0.57,10,570.15
44464.62,13.72,9.88,0.82,0.02,10,569.61
44464.67,13.03,9.88,0.93,2.8,10,569.01
44464.71,12.94,10.16,1.04,2.89,10,568.88
44464.75,11.95,10.18,1.21,0.16,10,569.71
44464.79,12.14,10.42,0.99,2.87,10,569.27
44464.83,12.02,10.68,0.9,3.05,10,569.25
44464.88,12.15,10.94,0.97,0.31,10,569.62
44464.92,11.68,11,1.06,0.51,10,570.12
44464.96,11.08,10.69,1.13,0.44,10,570.43
44465,10.8,10.55,1.09,0.23,10,570.45
44465.04,10.92,10.64,1.01,0.08,10,570.21
44465.08,11.03,10.76,0.82,2.94,10,569.96
44465.12,10.99,10.7,0.77,2.25,10,569.41
44465.17,11,10.79,0.94,1.82,10,569.21
44465.21,10.97,10.72,0.77,2.18,10,568.87
44465.25,11.14,10.69,0.86,2.41,10,569.03
44465.29,11.14,10.73,1.07,2.32,10,569.09
44465.33,10.98,10.66,1.14,2.54,10,569.11
44465.38,10.6,10.42,1.15,3.12,10,569.38
44465.42,11.75,10.88,1.1,0.02,10,569.52
44465.46,11.31,10.62,1.25,3.12,10,569.73
44465.5,10.96,10.78,1.24,2.94,10,569.37
44465.54,12.51,11.76,1.09,2.9,10,568.87
44465.58,12.9,11.67,1.14,3.02,9.74,568.4
44465.62,13.14,11.72,1.38,0.09,9.27,567.98
44465.67,12.51,11.68,1.52,0.15,9.92,567.72
44465.71,12.41,11.61,1.49,0.28,9.98,567.49
44465.75,10.59,10.37,1.41,0.47,10,567.46
44465.79,10.79,10.62,1.46,0.55,10,567.78
44465.83,10.9,10.63,1.41,0.41,10,568.26
44465.88,10.86,10.48,1.44,0.51,10,568.66
44465.92,10.68,10.24,1.28,0.56,10,569.17
44465.96,9.77,9.63,1.25,0.42,10,569.18
44466,9.82,9.56,1.2,0.39,10,569.45
44466.04,9.46,9.42,1.06,0.37,10,569.36
44466.08,9.45,9.34,1.06,0.12,10,569.18
44466.12,9.54,9.31,1.02,3.14,10,568.77
44466.17,9.23,9.22,0.99,0.09,10,568.53
44466.21,9.41,9.24,0.99,0.11,10,568.39
44466.25,9.06,9.06,1.21,0.54,10,569.28
44466.29,9.15,9.1,1.22,3.1,10,569.07
44466.33,9.15,9.15,1.24,0.06,10,569.48
44466.38,9.31,8.93,1.41,0.34,10,569.68
44466.42,10.63,9.48,1.47,0.43,10,570.1
44466.46,10.26,9.29,1.58,0.5,10,570.19
44466.5,9.6,9.21,1.6,0.51,10,570.18
44466.54,10.35,9.02,1.58,0.47,10,569.87
44466.58,10.21,8.87,1.67,0.45,10,569.56
44466.62,10.2,8.89,1.64,0.45,10,569.15
44466.67,10.1,8.67,1.6,0.44,10,569.19
44466.71,10.42,8.71,1.58,0.55,10,569.13
44466.75,9.48,8.54,1.42,0.61,10,569.53
44466.79,9.56,8.59,1.26,0.43,10,570.06
44466.83,9.93,8.74,0.97,0.75,10,570.36
44466.88,9.76,8.85,0.8,1.21,10,571.03
44466.92,9.84,9,0.54,1.24,10,571.1
44466.96,9.12,8.71,0.7,1.69,10,571.36
44467,9.2,8.7,0.7,1.71,10,571.34
44467.04,9.03,8.54,0.6,1.74,10,571.12
44467.08,8.9,8.48,0.67,1.81,10,570.86
44467.12,8.96,8.46,0.34,1.9,10,570.59
44467.17,8.12,7.91,0.5,1.9,10,570.46
44467.21,8.34,7.92,0.39,2.12,10,570.08
44467.25,8.36,7.82,0.21,2.34,10,570.41
44467.29,8.4,7.78,0.16,1.6,10,570.35
44467.33,8.6,7.42,0.09,0.51,10,570.58
44467.38,8.71,6.22,0.57,1.74,10,570.91
44467.42,11.16,6.81,0.71,1.85,10,571.1
44467.46,11.05,6.94,0.64,1.55,10,571.18
44467.5,11.45,7.25,0.61,1.22,10,571.06
44467.54,12.71,6.79,0.77,0.73,10,570.52
44467.58,12.83,6.92,0.91,0.55,10,569.89
44467.62,12.63,7.01,0.9,0.47,10,569.48
44467.67,12.72,7.29,0.86,0.62,10,569.23
44467.71,12.79,7.62,0.81,0.5,10,569
44467.75,11.47,7.7,0.83,0.44,10,569.28
44467.79,12.07,8.85,0.59,0.5,10,569.23
44467.83,12.17,8.66,0.53,0.24,9.1,569.71
44467.88,12.28,9.08,0.24,3.08,9.94,569.88
44467.92,12.47,9.55,0.18,0.97,9.88,570.11
44467.96,11.34,9.38,0.11,3.06,9.94,570.18
44468,11.04,9.8,0.24,1.56,9.4,570.02
44468.04,10.55,9.36,0.59,1.72,9.34,569.67
44468.08,10.32,9.56,0.84,1.32,9.76,569.41
44468.12,9.88,9.22,0.95,1.19,7.52,568.87
44468.17,9.27,9.08,1.14,1.41,7.46,568.8
44468.21,9.45,9.18,1.08,1.3,5.72,568.44
44468.25,9.74,9.58,1.11,1.16,9.12,568.72
44468.29,9.99,9.63,1.07,0.7,5.2,569.01
44468.33,10.37,9.91,0.92,0.82,9.3,568.88
44468.38,10.25,9.55,0.49,0.85,9.09,569.11
44468.42,14.43,10.43,0.26,1.52,9.11,569.35
44468.46,14.95,10.68,0.44,1.72,9.82,569.13
44468.5,15.25,10.85,0.44,2.14,10,568.71
44468.54,17.86,11.39,0.63,2.36,10,568.34
44468.58,17.31,11.27,0.83,2.62,10,567.71
44468.62,16.85,11.5,0.95,2.34,9.58,567.62
44468.67,16.14,11.66,1.11,2.39,9.25,567.16
44468.71,16.13,11.88,1.1,2.8,9.3,567.12
44468.75,14.38,11.25,1.1,3.1,9.04,566.87
44468.79,14.33,11.96,1.05,3.03,9.12,567.6
44468.83,14.25,12,1.28,3.07,10,567.99
44468.88,14.3,11.82,1.25,0.01,10,568.65
44468.92,14.17,12.17,1.12,0.05,9.88,569.26
44468.96,12.23,11.7,0.97,3.01,9.56,569.24
44469,12.31,11.59,1.05,2.76,9.66,569.49
44469.04,12.49,11.94,0.83,2.64,9.54,569.22
44469.08,12.43,11.74,0.81,2.52,9.16,568.93
44469.12,12.64,11.94,0.8,2.31,8.56,568.89
44469.17,11.8,11.57,0.84,2.04,8.36,568.39
44469.21,12.18,11.74,0.79,1.93,8.16,568.54
44469.25,12.07,11.78,0.79,2.11,7.76,568.61
44469.29,12.3,11.9,0.84,2,7.48,568.86
44469.33,12.44,11.87,0.98,2.04,7.56,568.85
44469.38,12.36,11.93,0.86,2,7.38,569.28
44469.42,16.26,12.43,0.79,1.71,7.66,569.08
44469.46,16.63,12.51,0.83,1.61,8.27,569.2
44469.5,17.04,12.45,0.65,1.89,9.05,568.46
44469.54,18.99,12.87,0.85,1.96,8.22,567.95
44469.58,19.45,12.95,1.05,2.03,8.91,567.31
44469.62,19.43,12.84,1.27,2.41,7.68,566.82
44469.67,18.54,12.98,1.44,2.43,7.88,566.43
44469.71,18.35,13.23,1.34,2.5,9.34,566.08
44469.75,16.32,12.63,1.09,2.86,7.92,566.05
44469.79,16.12,12.62,0.98,3.03,8.7,566.47
44469.83,16.2,12.89,1.03,2.79,8.56,566.89
44469.88,15.86,12.95,1.03,2.7,8.3,567.41
44469.92,15.99,13.11,1.2,2.48,8.04,567.63
44469.96,13.81,12.59,1.17,2.37,7.78,567.83
44470,13.89,12.64,1,2.05,7.9,567.67
44470.04,13.67,12.76,0.93,1.8,7.58,567.52
44470.08,13.34,12.53,0.93,1.61,7.42,567.36
44470.12,13.41,12.64,0.9,1.46,7.32,567.03
44470.17,13.36,12.94,0.96,1.42,7.44,566.88
44470.21,13.49,13.05,0.85,1.32,8.43,566.66
44470.25,13.06,12.78,0.73,1.46,8.53,566.8
44470.29,13.1,12.69,1.15,1.42,8.33,566.87
44470.33,12.75,12.49,1.3,1.25,8.51,567
44470.38,12.41,12.24,1.28,1.07,8.43,567.38
44470.42,17.08,13.59,1.09,0.93,6.2,567.33
44470.46,18.04,12.81,1.26,0.62,7.95,567.34
44470.5,18.29,12.48,0.9,0.91,9.14,567.13
44470.54,20.45,12.84,0.65,1.53,4.82,566.72
44470.58,20.84,12.84,0.65,1.93,5.56,566.34
44470.62,20.84,13.01,1.01,2,5.39,565.96
44470.67,20.45,12.75,1.01,2.34,4.72,565.89
44470.71,19.4,13.08,1.01,2.69,5.38,565.7
44470.75,17.31,12.73,1.32,0.01,8.19,565.8
44470.79,17.18,13.21,0.98,0.05,7.66,566.25
44470.83,16.95,13.18,1.07,2.98,7.74,566.61
44470.88,17.28,13.39,1.08,2.93,8.1,567.26
44470.92,16.93,13.59,0.95,2.68,8.38,567.6
44470.96,15.12,13.45,0.84,2.14,8.58,567.84
44471,15.17,13.88,0.76,1.75,7.74,567.73
44471.04,14.62,13.5,0.74,1.52,7.7,567.53
44471.08,14.69,13.42,0.72,1.36,7.32,567.33
44471.12,14.79,13.73,0.84,1.48,7.26,567.2
44471.17,14.15,13.39,0.8,1.31,7.28,567.03
44471.21,14.06,13.3,1.03,1.12,7.52,566.91
44471.25,14.09,13.57,0.61,1.45,7.6,567.01
44471.29,14.01,13.54,0.73,1.37,7.28,566.93
44471.33,14.44,13.73,0.96,1.16,7.06,567.49
44471.38,14.7,13.45,0.81,0.98,5.56,567.71
44471.42,19.55,14.33,0.88,0.8,6.98,567.81
44471.46,19.88,13.59,0.67,1.13,7.92,567.93
44471.5,20.04,13.15,0.82,1.38,7.9,567.67
44471.54,22.08,13.55,0.66,1.98,6.76,567.43
44471.58,21.31,13.79,0.87,2.27,6.41,566.93
44471.62,20.96,13.92,1.05,2.22,6.14,566.72
44471.67,21.16,14.08,1.07,2.19,5.1,566.42
44471.71,21.17,14.4,1.11,2.47,5.88,566.31
44471.75,18.93,13.85,0.82,0.39,8.52,566.66
44471.79,18.53,14.52,1.12,2.66,9.04,566.83
44471.83,18.47,14.71,0.85,2.5,8.48,567.16
44471.88,18.71,14.86,0.8,2.47,8.16,567.63
44471.92,18.51,14.94,0.75,2.05,8.3,568.05
44471.96,16.45,14.37,0.79,1.63,7.56,567.95
44472,16.2,14.26,0.77,1.29,7.56,567.86
44472.04,16.02,14.42,0.88,1.15,7.52,567.7
44472.08,15.83,14.46,1.06,1.22,7.38,567.44
44472.12,15.66,14.36,1.02,1.16,7.54,567.44
44472.17,15.05,14.12,1.19,1.1,8.26,567.48
44472.21,14.86,14.01,0.92,1.07,8.49,567.29
44472.25,14.77,14.11,0.91,1.21,7.72,567.12
44472.29,15.29,14.45,1.04,1.11,7.82,567.34
44472.33,15.5,14.19,0.83,1.46,8.93,568.08
44472.38,15.79,14.05,0.8,1.43,7.34,568.44
44472.42,19.62,14.85,0.3,1.82,7.69,568.97
44472.46,20.2,14.78,0.29,2.53,8.02,569.18
44472.5,19.98,14.87,0.47,3.14,8.1,569.43
44472.54,20.63,15.32,0.78,2.75,9.28,568.98
44472.58,20.74,16.22,0.94,2.86,9.76,568.88
44472.62,20.2,16.17,1.04,0.09,9.68,568.37
44472.67,18.75,15.76,1.45,2.98,9.94,568.41
44472.71,18.38,15.67,1.39,3.14,10,568.61
44472.75,16.02,15.13,2.25,0.57,9.96,568.04
44472.79,16.05,14.95,1.4,0.21,10,569.36
44472.83,16.04,14.62,1.45,0.2,10,569.78
44472.88,15.92,14.32,1.08,0.41,10,570.47
44472.92,15.33,13.79,1,0.43,10,570.74
44472.96,13.52,12.84,1.02,0.37,9.98,570.95
44473,13.34,12.48,0.91,0.16,9.98,570.82
44473.04,12.92,12.06,0.96,0.28,9.98,570.85
44473.08,12.68,12.12,0.99,0.31,10,570.62
44473.12,12.65,12.03,0.9,0.22,10,570.42
44473.17,12.25,11.9,0.97,0.07,10,570.31
44473.21,12.05,11.64,0.95,0.02,10,570.38
44473.25,12.42,12.22,1.08,0.22,10,570.04
44473.29,12.23,12.09,0.92,0.22,10,570.24
44473.33,12.36,12.18,0.91,0.16,10,570.78
44473.38,12.32,12.31,0.98,0.23,10,570.98
44473.42,13.56,12.66,1.12,0.27,10,571.49
44473.46,13.5,12.47,1.1,0.36,10,571.41
44473.5,13.37,12.93,1.15,0.4,9.92,571.1
44473.54,15.11,13.44,1.3,0.31,9.96,570.68
44473.58,14.65,13.45,1.37,0.23,10,570.12
44473.62,14.49,13.01,1.36,0.17,9.84,569.87
44473.67,14.42,13.22,1.52,0.21,9.98,569.44
44473.71,14.4,12.93,1.45,0.33,10,569.51
44473.75,12.47,12.23,1.78,0.63,9.7,569.81
44473.79,12.55,12.01,1.01,0.17,10,569.91
44473.83,12.45,11.84,1.1,0.49,10,569.96
44473.88,12.43,11.63,0.99,0.75,10,570.69
44473.92,12.28,11.55,0.81,0.46,10,570.81
44473.96,11.37,11.22,0.96,0.28,10,570.78
44474,11.35,11.13,1.01,0.11,10,570.64
44474.04,11.32,10.84,0.98,3.12,10,570.33
44474.08,11.09,10.76,0.92,2.74,10,569.86
44474.12,11.39,10.99,0.83,2.31,10,569.47
44474.17,10.97,10.84,0.68,1.76,10,569.03
44474.21,11.19,10.99,0.86,1.71,10,568.74
44474.25,11.86,11.27,0.83,1.98,10,568.43
44474.29,12.1,11.47,0.99,1.99,10,568.55
44474.33,11.93,11.36,0.83,1.97,10,568.74
44474.38,11.64,11.28,0.61,1.79,9.9,569.04
44474.42,13.77,12.08,0.55,2.27,9.9,569.15
44474.46,13.79,12.25,0.68,2.3,9.94,569.39
