$,,,,,,
,,,,,,
jday,tem,dew,windforce,windangle,cloud,pressure
44395.21,17.57,17.36,1.04,0.35,10,581.12
44395.25,17.54,16.91,0.85,0.75,10,582.03
44395.29,17.56,16.82,0.88,3.04,10,581.73
44395.33,17.32,16.71,0.74,2.54,10,581.98
44395.38,17.31,16.89,0.76,2.32,9.99,581.79
44395.42,18.23,17.23,1,2.47,9.86,581.89
44395.46,18.15,17.11,1.12,2.8,9.8,581.76
44395.5,17.35,16.31,1.37,2.93,9.98,581.78
44395.54,18.49,16.74,1.5,2.99,10,581.47
44395.58,19.32,17.07,1.71,3,10,580.96
44395.62,18.03,16.35,1.71,2.93,10,580.62
44395.67,17.57,15.87,1.84,3.05,10,580.31
44395.71,17.79,15.79,1.71,3.12,10,579.87
44395.75,16.83,16.08,1.65,0.13,10,580.44
44395.79,17.11,16.2,1.06,0.05,10,580.31
44395.83,17.45,16.13,1.17,0.42,10,580.64
44395.88,17.59,16.25,1.13,0.39,10,580.81
44395.92,17.65,16.03,1.09,0.4,10,581.21
44395.96,16.82,15.96,0.97,0.24,9.99,581.24
44396,16.92,15.95,1.02,3.02,10,581.22
44396.04,16.77,15.89,1.06,0.01,10,581.18
44396.08,16.81,15.9,1.14,0.08,10,580.89
44396.12,16.79,15.9,1.15,0.23,10,580.7
44396.17,16.2,15.79,1.15,0.26,10,580.44
44396.21,16.15,15.8,1.08,0.43,10,580.42
44396.25,15.41,15.33,1.09,0.55,10,580.52
44396.29,15.25,15.17,1.27,0.67,10,580.76
44396.33,14.98,14.98,1.24,0.61,10,581.06
44396.38,14.68,14.67,1.02,0.23,10,581.03
44396.42,15.34,15.3,1.23,0.48,10,581.45
44396.46,15.17,15.16,1.27,0.37,10,581.58
44396.5,15.1,15.09,1.44,0.25,10,581.81
44396.54,14.68,14.59,1.44,0.21,10,581.79
44396.58,14.98,14.47,1.16,0.27,10,581.69
44396.62,14.77,14.24,1.15,0.42,10,581.6
44396.67,14,13.98,1.14,0.58,10,581.53
44396.71,14.23,14.05,1.07,0.73,10,581.6
44396.75,14,13.83,0.59,0.83,10,582.32
44396.79,14.3,13.75,0.81,1.17,10,581.96
44396.83,14.6,13.77,0.79,1.36,9.88,582.57
44396.88,14.67,13.89,0.89,1.57,9.78,582.62
44396.92,14.91,14.13,0.99,1.87,9.96,583.09
44396.96,14.61,13.88,0.93,2.03,10,583.13
44397,14.95,13.94,0.84,2.16,10,583.41
44397.04,15.04,13.87,0.98,2.1,10,583.49
44397.08,15.14,13.81,1.1,2.17,9.93,583.21
44397.12,15.2,13.61,1.23,2.33,9.86,583.08
44397.17,14.88,13.05,1.17,2.49,9.96,582.69
44397.21,14.89,13.01,1.08,2.69,10,582.71
44397.25,14.72,11.35,0.88,2.32,9.46,583.07
44397.29,14.64,11.49,0.85,2.28,7.82,583.23
44397.33,14.11,12.12,0.57,2.22,8.27,583.52
44397.38,14.82,12.4,0.21,1.62,9.6,583.76
44397.42,16.53,12.27,0.45,2.24,9.55,584.29
44397.46,16.04,12.32,0.86,2.06,9.88,584.31
44397.5,16.3,11.81,0.85,2.08,10,584.28
44397.54,17.87,12.41,0.76,2.03,10,584.19
44397.58,17.92,12.85,0.96,2.15,10,583.91
44397.62,17.88,13.38,1.18,2.31,10,583.77
44397.67,18.72,13.76,1.29,2.32,10,583.53
44397.71,19.42,14.04,1.37,2.27,10,583.33
44397.75,18.19,13.23,1.58,2.13,8.21,583.53
44397.79,17.93,13.14,1.19,1.97,7.93,583.12
44397.83,17.96,13.05,0.87,1.8,6.65,583.19
44397.88,17.77,12.7,0.9,0.72,9.36,583.49
44397.92,16.96,12.68,1.04,0.18,9.99,583.74
44397.96,15.36,12.76,1.17,0.27,9.24,583.86
44398,14.78,12.72,1.28,0.18,2.3,583.94
44398.04,14.24,12.66,1.21,3.11,5.38,584.09
44398.08,13.91,12.53,1.12,3.09,9.36,583.61
44398.12,14.05,12.48,1.08,3.11,9.84,583.65
44398.17,14.11,12.84,1.07,3.13,9.98,583.38
44398.21,14.19,12.67,1.06,3.08,9.92,583.44
44398.25,15.79,13.7,0.73,0.16,9.36,584
44398.29,15.8,14.08,1.02,0.62,9.62,584.1
44398.33,16.28,14.12,1.17,0.67,6.49,584.05
44398.38,16.73,13.88,1.21,0.96,6.76,584.17
44398.42,20.73,14.1,1.31,1.07,8.45,584.38
44398.46,20.42,14.09,1.4,1.27,7.57,584.33
44398.5,19.67,14.05,1.92,1.31,8.6,584.35
44398.54,21.8,14.31,2.47,1.24,9.13,584.07
44398.58,22.14,14.71,2.5,1.26,9.13,583.69
44398.62,22.68,14.82,2.66,1.17,8.24,583.15
44398.67,22.77,15.55,2.24,1.16,8.63,582.83
44398.71,23.43,15.92,1.91,1.18,7.28,582.29
44398.75,22.18,14.9,1.33,1.85,3.67,583.03
44398.79,22.39,15.05,1.32,2.11,6.37,582.72
44398.83,21.8,14.76,1.36,1.96,7.94,583.4
44398.88,22.18,13.93,1.23,0.71,7.02,583.26
44398.92,21.09,14.3,1.21,1.06,8.07,583.71
44398.96,19.07,14.31,1.33,0.62,8.46,583.92
44399,18.67,14.29,1.59,0.55,8.32,583.97
44399.04,17.91,13.99,1.67,0.56,8.94,583.65
44399.08,17.5,14.03,1.7,0.5,8.79,583.42
44399.12,17.47,14.05,1.73,0.31,9.57,583.32
44399.17,16.59,13.8,1.66,0.19,9.45,583.48
44399.21,16.43,13.89,1.69,0.07,9.77,583.41
44399.25,15.97,13.72,1.04,3.1,9.96,583.6
44399.29,15.76,14.28,1.33,2.99,10,583.83
44399.33,16.14,14.24,1.21,2.71,10,584.59
44399.38,16.93,15.21,0.58,2.41,9.96,584.86
44399.42,18.1,14.97,0.91,2.73,9.82,585.04
44399.46,19.08,15.13,1.02,2.78,9.76,585.2
44399.5,19.3,15.27,1.1,2.9,10,585.4
44399.54,18.9,15.69,1.44,0.05,10,585.38
44399.58,18.04,15.81,1.56,0.25,10,585.23
44399.62,17.15,16.03,1.71,0.13,10,585.27
44399.67,17.03,16.13,1.66,0.29,10,584.87
44399.71,17.68,17.04,1.52,0.23,10,584.97
44399.75,14.8,14.79,1.59,0.06,10,584.81
44399.79,15.16,14.86,0.82,0.3,10,585.31
44399.83,15.87,14.87,0.99,0.71,10,585.55
44399.88,16.34,15.23,0.7,1.12,10,585.61
44399.92,16.41,15.17,0.31,2.11,10,586.15
44399.96,15.33,14.99,0.66,3.06,9.92,586.15
44400,15.31,15.01,0.91,2.91,9.96,585.76
44400.04,15.32,14.9,1.02,0,9.85,585.8
44400.08,15.48,15.07,0.89,3.13,9.77,585.09
44400.12,15.82,15.23,0.91,2.83,9.92,584.97
44400.17,15.47,14.88,0.86,2.88,9.98,584.73
44400.21,15.65,14.97,0.96,2.95,9.77,584.51
44400.25,15.88,14.55,1.08,0.23,10,584.61
44400.29,15.87,14.37,1.25,0.35,9.99,584.51
44400.33,15.44,14.39,1.21,0.2,10,584.66
44400.38,14.89,14.15,1.27,0.14,10,584.77
44400.42,17.64,14.87,1.32,0.15,9.68,584.77
44400.46,18.08,14.8,0.91,0.28,9.82,584.88
44400.5,18.12,14.91,0.62,0.69,9.7,584.92
44400.54,20.41,15.66,0.66,1.66,9.38,584.5
44400.58,20.91,16.27,0.91,1.48,8.87,584.15
44400.62,21.01,16.72,0.97,1.5,8.87,583.81
44400.67,22.4,17.22,1,1.73,7.86,583.42
44400.71,22.44,17.62,0.78,2.08,6.62,583.09
44400.75,20.61,15.08,0.53,0.28,8.38,582.82
44400.79,20.49,15.19,0.55,0.55,5.63,583
44400.83,20.8,15.07,0.81,2.27,9.99,583.73
44400.88,21.02,15.17,0.32,2.25,10,583.7
44400.92,20.34,15.32,0.7,0.12,10,583.89
44400.96,17.5,14.97,0.84,3.13,10,584.04
44401,16.78,14.8,0.81,3.13,10,584.03
44401.04,16.25,14.68,0.94,2.95,9.55,583.59
44401.08,16.07,14.55,1.08,3.09,9.48,583.39
44401.12,15.87,14.75,1.08,3.07,9.34,582.84
44401.17,15.53,14.6,1.19,3.06,9.5,582.89
44401.21,15.36,14.49,0.96,3,9.67,582.68
44401.25,16.18,15.41,1.57,3.09,10,582.47
44401.29,15.82,15,1.52,3.1,10,582.85
44401.33,15.91,15.3,1.47,0.06,9.49,583.1
44401.38,16.28,16.02,1.28,0.21,6.9,583.25
44401.42,21.5,16.59,1.18,0.51,3.11,583.53
44401.46,22.01,15,1.48,0.86,4,583.57
44401.5,22.43,14.64,1.42,0.99,3.02,583.45
44401.54,25.06,15.37,1.26,1.24,3.06,583.27
44401.58,24.49,15.62,1.11,1.47,2.48,582.74
44401.62,24.09,16.15,1.13,1.92,4.75,582.51
44401.67,22.77,16.32,1.21,2.04,8.51,582.05
44401.71,21.3,16.08,1.04,2.73,9.58,581.85
44401.75,19.44,16.4,1.29,1.93,8.94,582.33
44401.79,19.65,15.73,0.64,1.05,9.84,582.52
44401.83,20.17,15.15,0.62,1.77,9.94,583.13
44401.88,19.92,15.88,0.97,0.47,10,582.95
44401.92,19.98,15.35,1.71,0.35,9.96,582.92
44401.96,17.47,14.63,1.45,0,9.99,583.32
44402,17.09,14.24,1.43,2.93,8.58,583.4
44402.04,16.45,13.93,1.3,3.12,6.89,583.41
44402.08,16.03,13.68,1.48,0.09,5.98,582.92
44402.12,15.92,13.5,1.64,0.04,2.37,582.69
44402.17,15.47,13.47,1.7,3.08,2.14,582.59
44402.21,15.35,13.71,1.2,3.1,4.23,582.68
44402.25,15.57,14,1.56,0.01,6.44,582.9
44402.29,15.9,13.98,1.75,0,6.39,582.89
44402.33,16.3,15.02,1.79,0.08,6.91,583.39
44402.38,17.41,16.44,1.23,0.11,6.27,583.28
44402.42,22.87,16,1.26,0.65,2.44,583.51
44402.46,23.4,15.02,1.42,0.82,3.49,583.55
44402.5,23.68,14.53,1.31,1.06,4.74,583.53
44402.54,26.11,14.78,1.1,1.46,4.38,583.22
44402.58,26.13,15.52,1.18,1.83,4.81,582.9
44402.62,25.92,16.15,1.48,1.93,6.55,582.47
44402.67,26.29,16.44,1,2.3,8.05,582.19
44402.71,25.73,16.8,0.49,1.19,8.99,582.2
44402.75,21.53,16.27,1,2.68,7.86,582.3
44402.79,21.35,15.95,1.27,2.87,7.2,582.41
44402.83,22.44,16.83,1.13,0.13,5.33,582.67
44402.88,21.85,16.32,1.04,2.71,5.02,582.87
44402.92,21.1,15.93,0.68,3.04,7.6,583.46
44402.96,18.37,14.7,1.09,2.97,9.12,583.81
44403,17.78,14.48,1.87,0.27,8.49,583.46
44403.04,16.91,14.13,1.92,0.21,6.65,583.39
44403.08,16.55,13.92,2.07,0.13,4.82,583.01
44403.12,16.28,13.71,2.09,0.08,1.81,582.55
44403.17,15.88,13.74,2.07,0.11,2.09,582.41
44403.21,15.95,13.82,2.15,0.14,0.76,582.12
44403.25,16.86,13.78,1.48,0.15,1.81,581.76
44403.29,17.33,14.35,1.98,0.06,6.46,582.33
44403.33,17.87,14.9,1.9,0.09,6.45,582.52
44403.38,18.25,15.3,1.56,0.17,0.64,582.51
44403.42,23.14,16.04,1.4,0.4,0.86,582.71
44403.46,23.86,14.99,1.36,0.58,2.94,582.87
44403.5,24.38,14.93,1.03,0.89,3.17,582.77
44403.54,26.69,14.85,0.83,1.57,2.56,582.52
44403.58,26.76,15.31,0.92,2.08,3.72,582.16
44403.62,26.6,15.71,0.94,2.55,4.2,582.05
44403.67,27.21,16.11,1.33,2.69,3.29,581.53
44403.71,24.39,17.17,0.97,0.44,7.4,581.38
44403.75,21.73,16.75,0.87,3.04,5.59,581.23
44403.79,22.69,16.92,0.58,0.16,5.41,581.39
44403.83,23.14,16.84,1.55,2.28,7.48,582.1
44403.88,22.43,17.44,0.46,2.38,9.94,581.89
44403.92,21.61,16.99,0.25,2.37,10,582.48
44403.96,19.42,15.9,1.25,2.97,9.99,582.38
44404,19.77,15.55,1.2,0.02,9.75,582.15
44404.04,18.46,14.97,1.3,3.11,9.84,582.17
44404.08,18.2,15.05,1.35,3.01,9.58,581.8
44404.12,17.94,15.29,1.02,3.06,9.6,581.73
44404.17,17.26,15.08,1.34,3.07,9.88,581.36
44404.21,17.48,15.03,1.39,3.08,9.81,581.34
44404.25,16.55,15.16,1.81,2.58,10,581.61
44404.29,16.62,15.14,1.51,3.02,9.92,581.7
44404.33,16.42,15.15,1.76,3.12,9.92,582.25
44404.38,16.47,15.22,1.42,3.03,10,582.17
44404.42,19.51,16.49,0.75,0.45,9.99,582.88
44404.46,19.61,16.18,0.46,2.04,9.44,583.08
44404.5,19.61,16.11,1.37,0.19,8,583.15
44404.54,20.49,16.25,1.98,0.76,9.88,583.8
44404.58,20.52,16.19,1.6,0.87,9.99,583.61
44404.62,20.46,16.31,1.71,0.84,9.94,583.18
44404.67,18.13,15.83,1.37,0.12,9.94,582.67
44404.71,19,16.63,1.96,0.68,10,582.77
44404.75,16.48,16.29,0.94,0.71,10,583.08
44404.79,16.81,16.73,0.64,1.03,9.94,583.11
44404.83,16.91,16.51,1.09,0.5,10,583.87
44404.88,17.05,16.35,1.02,0.89,10,584.66
44404.92,16.43,15.86,0.86,1.1,10,585.32
44404.96,15.68,15.57,0.25,1.39,10,585.11
44405,15.74,15.45,0.27,2.03,9.99,585.32
44405.04,15.53,15.31,0.51,2.72,9.96,585.1
44405.08,15.39,15.28,0.99,2.54,9.9,584.77
44405.12,15.2,14.98,1.04,2.54,9.92,584.26
44405.17,14.32,14.15,0.66,2.7,10,584.27
44405.21,14.21,14.02,0.93,2.72,10,584.09
44405.25,13.76,13.38,1.2,2.77,9.96,584.73
44405.29,13.78,13.27,1.24,2.85,9.51,584.47
44405.33,14.42,14.24,1.15,2.92,9.83,584.55
44405.38,16.32,16.05,0.47,2.63,7.89,584.62
44405.42,20.72,14.94,1.04,0.26,0.85,584.91
44405.46,21.13,14.66,1.72,0.28,3.15,585.12
44405.5,21.16,14.49,1.68,0.2,2.89,585.16
44405.54,23.75,14.65,1.51,0.11,3.17,584.92
44405.58,23.9,14.56,1.55,3.04,1.72,584.42
44405.62,24.06,14.37,1.61,2.83,1.95,584.03
44405.67,24.95,14.03,1.49,2.96,3.56,583.5
44405.71,24.63,14.41,1.61,0.24,7.68,583.28
44405.75,21.36,15.93,1.44,0.39,4.95,583.18
44405.79,21.4,15.67,1.41,0.09,4.88,583.31
44405.83,21.7,15.48,1.67,0.24,4.24,583.83
44405.88,21.74,15.77,1.29,0.26,3.69,584.37
44405.92,21.05,16.05,0.64,0.47,3,584.75
44405.96,18.1,15.66,0.36,1.9,2.99,584.81
44406,17.89,15.68,0.36,3.08,2,584.82
44406.04,17,15.47,0.9,3.08,1.57,584.51
44406.08,16.89,15.32,1.22,3.11,1.35,584.01
44406.12,16.73,15.17,1.28,2.95,1.06,583.73
44406.17,15.42,14.57,1.32,2.96,0.86,583.51
44406.21,14.98,14.17,1.34,2.93,0.92,583.47
44406.25,15.62,14.14,1.58,3.02,6.47,583.31
44406.29,15.34,14.25,1.36,2.96,6.36,583.35
44406.33,16.4,15.09,1.19,2.9,6.13,583.45
44406.38,16.94,15.63,0.41,2.13,6.34,583.51
44406.42,21.76,16.6,0.77,0.2,1.94,583.87
44406.46,21.74,16.38,1.21,2.91,3.62,583.99
44406.5,21.58,16.28,1.4,3.11,5.07,583.86
44406.54,24.54,16.3,1.51,3.04,8.69,583.69
44406.58,24.08,17.43,1.45,2.94,8.51,583.24
44406.62,22.64,17.48,1.61,2.85,8.32,583.23
44406.67,23.34,18.89,1.16,2.93,9.1,582.53
44406.71,21.82,18.78,1.12,2.73,9.17,582.43
44406.75,20.34,18.99,1.72,0.67,9.74,582.64
44406.79,18.63,16.68,1.05,0.41,9.76,582.86
44406.83,19.72,16.76,0.49,1.98,9.97,583.53
44406.88,20.14,17.06,0.5,2.45,9.36,583.54
44406.92,19.67,17.29,0.12,1.69,9.78,584.24
44406.96,16.75,15.93,0.51,0.42,9.96,584.39
44407,17.32,16.22,0.64,0.86,9.55,584.39
44407.04,16.59,15.84,0.94,0.21,9.34,584.1
44407.08,16.55,15.7,1.2,0.1,9.17,583.69
44407.12,16.43,15.54,1.34,3.12,9.63,583.25
44407.17,15.75,15.05,1.04,3.12,9.3,582.79
44407.21,15.82,14.86,1.2,3.03,8.84,582.71
44407.25,15.9,14.97,1.01,2.98,8.3,582.81
44407.29,15.92,14.92,0.95,2.9,8.79,582.89
44407.33,15.88,15.37,1.01,2.89,9.25,583.05
44407.38,16.68,16.09,0.59,3.01,9.41,582.98
44407.42,20.69,16.69,0.35,1.45,9.53,583.36
44407.46,20.44,16.88,0.75,2.12,9.8,583.16
44407.5,19.78,17.01,1.17,2.49,9.96,583.22
44407.54,21.34,17.59,1.32,2.74,9.75,582.84
44407.58,20.34,17.53,1.15,3.13,9.72,582.65
44407.62,21.25,17.62,0.73,0.5,10,582.37
44407.67,19.94,16.19,0.49,2.28,9.96,582.08
44407.71,19.59,16.38,0.54,2.82,10,581.9
44407.75,18.49,16.18,1.1,2.77,9.65,580.9
44407.79,18.68,16.52,0.62,2.16,9.38,581.76
44407.83,18.43,16.12,0.82,1.05,8.99,582.41
44407.88,18.7,16.19,0.68,3,9.58,582.73
44407.92,18.62,16.28,1.44,3.14,9.99,583.1
44407.96,17.06,15.5,0.84,0.15,9.29,583.21
44408,17.12,15.54,1.02,0.42,9.28,583.43
44408.04,16.93,15.5,1.55,0.17,9.24,582.84
44408.08,17.07,15.36,1.06,0.07,9.97,582.57
44408.12,17.01,15.28,0.73,2.97,9.96,582.11
44408.17,15.94,14.82,0.85,2.88,10,582.19
44408.21,15.1,14.13,0.61,2.98,10,581.95
44408.25,15.6,14.53,1.32,2.93,9.89,582.07
44408.29,14.78,13.73,1.43,2.98,9.9,582.13
44408.33,15.34,14.41,1.31,3.07,9.82,582.42
44408.38,16.33,16.24,0.89,3.13,5.86,582.69
44408.42,20.98,18.08,0.19,1.2,2.44,582.83
44408.46,21.21,17.99,0.99,2.68,2.76,582.89
44408.5,21.48,18.76,1.31,2.73,4.88,582.78
44408.54,23.69,20.08,1.44,2.61,4.99,582.45
44408.58,23.5,20.06,1.58,2.55,7.05,582.04
44408.62,23.96,20.08,1.53,2.78,8.23,581.84
44408.67,22.11,18.66,1.2,3.01,7.37,581.31
44408.71,22.04,18.3,1.34,3,8.11,581.2
44408.75,18.59,17.77,0.99,2.37,9.99,581
44408.79,17.65,15.94,0.73,2.17,9.74,581.51
44408.83,18.11,16.36,0.57,2.16,8.7,581.69
44408.88,18.15,16.74,0.12,2.86,9.19,582.13
44408.92,18.15,16.68,0.26,2.12,9.62,582.5
44408.96,16.03,15.81,0.55,3.1,9.64,582.7
44409,16.19,15.88,0.67,0.09,9.92,582.72
44409.04,15.51,15.42,0.95,0.08,9.9,582.61
44409.08,15.36,15.18,1.03,3.08,9.96,582.35
44409.12,15.48,15.17,1,2.98,9.88,581.92
44409.17,14.88,14.64,0.92,2.99,9.39,581.84
44409.21,14.9,14.41,0.83,3.02,8.79,581.74
44409.25,16.44,15.18,1.19,3.14,9.91,582
44409.29,16.41,15.09,1.12,0.08,9.96,581.71
44409.33,16.98,15.64,1.22,0.13,10,582.2
44409.38,17.32,15.21,0.92,0.24,10,582.18
44409.42,19.43,15.29,0.85,0.75,10,582.35
44409.46,19,15.29,1.04,1.37,10,582.32
44409.5,18.57,15.38,1.19,1.74,10,582.36
44409.54,19.85,16.09,1.21,2.15,10,582.05
44409.58,20.12,16.62,1.34,2.43,10,581.97
44409.62,18.18,15.51,1.23,3.05,9.78,581.33
44409.67,18.77,16.37,1.14,2.8,9.85,581.49
44409.71,18.4,16.37,1.36,3.12,10,581.11
44409.75,16.45,16.01,1,0.11,9.9,582.24
44409.79,16.95,16.44,0.62,3,9.51,581.46
44409.83,17.29,16.63,0.58,0.18,9.64,582.33
44409.88,18.02,16.56,0.34,1.87,9.94,582.28
44409.92,17.28,16.06,0.81,1.95,9.97,582.69
44409.96,15.82,15.82,1.14,1.43,9.95,582.62
44410,15.7,15.69,1.09,1.16,10,582.84
44410.04,15.65,15.65,0.98,1.03,10,582.52
44410.08,15.65,15.65,1.08,0.93,10,582.56
44410.12,15.71,15.68,0.95,1.07,10,582.32
44410.17,15.02,15.03,0.68,1.39,10,582.31
44410.21,14.99,14.99,0.88,1.26,10,582.2
44410.25,15.62,15.41,0.82,0.02,10,582.84
44410.29,15.71,15.42,0.61,0.14,10,582.64
44410.33,16.27,15.99,0.8,0.43,9.45,582.93
44410.38,16.95,16.27,0.99,1.02,9.56,582.85
44410.42,19.42,16.55,1.04,1.25,9.79,582.96
44410.46,19.53,16.66,0.88,1.78,9.89,583.26
44410.5,20.12,17.32,0.95,2.18,9.88,583.32
44410.54,21.77,17.31,1.32,2.02,9.95,583.04
44410.58,22.04,18.19,1.47,2.19,9.79,582.68
44410.62,21.76,18.31,1.5,2.6,9.24,582.46
44410.67,22.51,18.94,1.46,2.77,9.82,582.32
44410.71,21.54,18.33,1.32,2.97,9.79,582.2
44410.75,17.02,16.08,0.43,2.77,9.88,582.69
44410.79,17.69,16.44,0.28,1.74,9.88,582.53
44410.83,17.99,17.09,0.31,1.34,9.9,583.09
44410.88,18.14,16.99,0.58,1.22,9.89,583.23
44410.92,17.73,16.92,0.3,1.29,10,583.96
44410.96,16.59,16.45,0.9,0.7,9.92,583.89
44411,16.26,16.11,1.19,0.48,9.92,583.99
44411.04,16.25,16.15,1.35,0.38,9.79,583.87
44411.08,16.34,16.05,1.18,0.36,9.94,583.59
44411.12,16.28,15.75,0.94,0.29,9.77,583.19
44411.17,15.52,15.42,1.11,0.02,6.77,583.04
44411.21,15.4,15.2,1.18,0.3,7.6,583.02
44411.25,16.58,16.3,1.36,0.48,9.17,583.06
44411.29,16.94,16.43,1.11,0.43,6.79,583.15
44411.33,17.28,16.99,1.1,0.2,6.61,583.12
44411.38,17.54,16.96,1.07,0.48,6.91,583.32
44411.42,21.01,17.19,1.17,0.75,7.45,583.25
44411.46,21.28,17.16,1.14,1.15,8.44,583.39
44411.5,21.38,17.1,0.81,1.83,8.28,583.26
44411.54,23.42,17.24,0.78,2.84,8.53,583.44
44411.58,23.73,18.04,1.18,2.68,8.52,583.14
44411.62,23.38,18.47,0.89,3.12,10,582.57
44411.67,22.48,17.59,1.04,0.22,9.57,582.4
44411.71,22.76,17.55,0.81,2.47,10,582.39
44411.75,18.77,16.49,0.08,2.99,9.9,582.05
44411.79,18.26,16.19,0.71,3.04,9.74,581.95
44411.83,18.74,16.98,0.97,0.22,9.52,582.75
44411.88,18.54,16.9,0.45,2.82,9.46,582.72
44411.92,18.39,16.64,0.31,1.28,9.25,583.27
44411.96,16.3,16.16,0.72,1.19,9.99,583.88
44412,16.28,16.02,0.49,0.16,10,583.82
44412.04,16.42,16.05,0.85,2.83,10,583.8
44412.08,16.4,15.85,0.7,3.11,10,583.36
44412.12,16.26,15.83,0.83,2.61,9.88,583.11
44412.17,16.24,15.76,0.83,2.44,10,583.23
44412.21,16.36,15.93,1.01,2.83,10,582.96
44412.25,17.01,15.75,1.24,0.24,10,583.12
44412.29,17.07,15.73,1.3,3.02,9.99,582.76
44412.33,17.21,16.37,0.97,2.95,9.5,583.35
44412.38,17.39,16.42,0.73,2.67,8.89,583.5
44412.42,18.99,16.76,0.6,1.62,6.46,583.81
44412.46,18.98,17.18,0.87,0.67,4.5,583.77
44412.5,19.16,18.1,1.38,0.33,4.75,583.74
44412.54,21.65,19.71,1.51,0.12,4.51,583.64
44412.58,21.84,20.13,1.75,0.05,6.09,583.47
44412.62,20.62,18.88,1.62,3.12,6.86,583.37
44412.67,20.08,17.91,1.82,3.08,9.86,582.65
44412.71,19.78,16.91,1.41,3,9.69,582.13
44412.75,18.37,17.96,1.37,0.33,8.54,583.04
44412.79,18.47,17.92,1.02,0.25,7.32,582.6
44412.83,18.18,17.39,0.41,3.03,4.73,583.3
44412.88,18.41,17.3,0.56,0.84,7.47,583.59
44412.92,18.32,17.06,0.43,1.63,7.14,584.1
44412.96,16.32,15.16,0.33,1.54,7.34,584.34
44413,15.81,15.05,0.42,2.98,7.55,584.5
44413.04,15.96,15.24,0.46,0.29,7.63,584.46
44413.08,15.9,15.14,0.49,3.06,8.68,584.13
44413.12,15.69,14.88,0.91,2.67,8.81,583.72
44413.17,14.73,14.64,0.88,2.63,8.73,583.4
44413.21,15.16,14.88,0.89,2.68,7.25,583.27
44413.25,15.09,14.77,1.11,2.73,8.31,583.53
44413.29,15.35,14.83,1.14,2.73,8.79,583.26
44413.33,15.31,14.84,1.11,2.64,7.44,583.61
44413.38,15.43,14.99,0.56,2.27,8.02,583.88
44413.42,19.82,17.25,0.57,0.14,6.57,584.09
44413.46,19.86,17.08,0.81,0.04,6.02,584.32
44413.5,20.53,17.94,0.91,3.03,5.73,584.02
44413.54,22.26,18.8,1.15,3.13,6.14,583.61
44413.58,21.89,18.7,1.57,0.01,4.61,582.98
44413.62,22.06,18.66,1.8,0.12,5.33,582.65
44413.67,21.8,18.24,1.2,0.65,8.22,581.41
44413.71,21.29,16.6,1.46,0.22,8.11,582.16
44413.75,18.53,16.98,2.32,0.57,8.23,582.3
44413.79,17.81,15.83,1.25,0.57,9.81,582.57
44413.83,18.49,16.43,0.5,2.73,9.66,583.02
44413.88,19.08,16.59,0.39,2.65,9.58,583.85
44413.92,18.19,16.21,0.62,2.84,9.67,583.89
44413.96,15.97,15.45,0.84,2.72,9.68,583.93
44414,15.63,15.18,0.94,2.75,9.8,583.86
44414.04,14.63,14.56,1.1,2.85,10,583.74
44414.08,14.94,14.85,1.18,2.69,10,583.22
44414.12,15.33,15.1,0.82,2.69,10,583.12
44414.17,15.13,14.96,1.12,2.57,10,582.8
44414.21,15.16,14.9,0.99,2.71,10,582.73
44414.25,15.91,15.18,0.95,2.96,9.74,583
44414.29,15.68,15.04,0.86,2.71,9.93,582.96
44414.33,15.56,15.34,0.82,2.76,9.07,583.28
44414.38,15.56,15.53,0.36,2.73,9.4,583.27
44414.42,19.26,15.68,0.55,0,8.3,583.22
44414.46,18.64,15.09,1.38,0.32,3,583.16
44414.5,18.39,14.37,1.72,0.34,3.74,583.04
44414.54,20.64,14.27,1.78,0.46,6.2,582.73
44414.58,20.68,14.12,1.78,0.44,5.93,582.63
44414.62,20.9,14.3,1.67,0.56,6.17,582.23
44414.67,22.11,15.12,1.72,0.34,5.54,581.96
44414.71,22.26,15.49,1.62,0.2,7.59,581.97
44414.75,19.42,16.06,1.77,0.4,7.38,582.16
44414.79,19.39,15.92,1.38,0.22,4.97,582.07
44414.83,19.01,16.2,0.87,3.02,4.3,582.51
44414.88,19.43,16.39,0.68,2.22,6.27,582.83
44414.92,18.89,16.4,0.18,0,7.69,583.28
44414.96,17.35,16.28,0.23,0.18,8.88,583.39
44415,17.1,16.3,0.43,0.07,6.28,583.43
44415.04,16.14,15.72,0.72,3.02,4.27,583.31
44415.08,15.97,15.53,0.92,3.01,6.65,582.93
44415.12,15.94,15.49,1.14,2.93,6.58,582.63
44415.17,15.02,14.86,1.19,2.8,6.74,582.42
44415.21,14.63,14.53,1.1,2.87,9.88,582.35
44415.25,15.65,15.28,1.26,3,9.95,582.5
44415.29,15.55,15.02,1.45,2.87,9.81,582.44
44415.33,15.54,15.51,1.26,2.88,9.78,582.78
44415.38,16.82,16.78,1.02,2.92,8.22,582.86
44415.42,21.58,17.69,0.51,0.82,4.99,582.99
44415.46,22.17,17.22,0.72,2.16,0.8,582.92
44415.5,22.41,17.52,1.29,2.8,2.58,582.74
44415.54,24.82,18.13,1.61,2.88,4.18,582.64
44415.58,24.11,18.3,1.72,2.96,2.75,582.44
44415.62,24.01,18.66,1.74,2.96,6.19,582.2
44415.67,24.26,18.6,1.73,3.01,8.16,582.21
44415.71,23.58,18.6,1.24,3.04,8.99,581.98
