$,
44363.79,130.45
44363.83,130.45
44363.88,130.45
44363.92,130.45
44363.96,130.45
44364,130.45
44364.04,130.45
44364.08,130.45
44364.12,130.45
44364.17,130.45
44364.21,130.45
44364.25,130.45
44364.29,130.45
44364.33,130.45
44364.38,130.45
44364.42,130.45
44364.46,130.45
44364.5,130.45
44364.54,130.45
44364.58,130.45
44364.62,130.45
44364.67,130.45
44364.71,130.45
44364.75,130.45
44364.79,130.45
44364.83,130.45
44364.88,130.45
44364.92,130.45
44364.96,130.45
44365,130.45
44365.04,130.45
44365.08,130.45
44365.12,130.45
44365.17,130.45
44365.21,130.45
44365.25,130.45
44365.29,130.45
44365.33,130.45
44365.38,130.45
44365.42,130.45
44365.46,130.45
44365.5,130.45
44365.54,130.45
44365.58,130.45
44365.62,130.45
44365.67,130.45
44365.71,130.45
44365.75,130.45
44365.79,130.45
44365.83,130.45
44365.88,130.45
44365.92,130.45
44365.96,130.45
44366,130.45
44366.04,130.45
44366.08,130.45
44366.12,130.45
44366.17,130.45
44366.21,130.45
44366.25,130.45
44366.29,130.45
44366.33,130.45
44366.38,130.45
44366.42,130.45
44366.46,130.45
44366.5,130.45
44366.54,130.45
44366.58,130.45
44366.62,130.45
44366.67,130.45
44366.71,130.45
44366.75,130.45
44366.79,130.45
44366.83,130.45
44366.88,130.45
44366.92,130.45
44366.96,130.45
44367,130.45
44367.04,130.45
44367.08,130.45
44367.12,130.45
44367.17,130.45
44367.21,130.45
44367.25,130.45
44367.29,130.45
44367.33,130.45
44367.38,130.45
44367.42,130.45
44367.46,130.45
44367.5,130.45
44367.54,130.45
44367.58,130.45
44367.62,130.45
44367.67,130.45
44367.71,130.45
44367.75,130.45
44367.79,130.45
44367.83,130.45
44367.88,130.45
44367.92,130.45
44367.96,130.45
44368,130.45
44368.04,130.45
44368.08,130.45
44368.12,130.45
44368.17,130.45
44368.21,130.45
44368.25,130.45
44368.29,130.45
44368.33,130.45
44368.38,130.45
44368.42,130.45
44368.46,130.45
44368.5,130.45
44368.54,130.45
44368.58,130.45
44368.62,130.45
44368.67,130.45
44368.71,130.45
44368.75,130.45
44368.79,130.45
44368.83,130.45
44368.88,130.45
44368.92,130.45
44368.96,130.45
44369,130.45
44369.04,130.45
44369.08,130.45
44369.12,130.45
44369.17,130.45
44369.21,130.45
44369.25,130.45
44369.29,130.45
44369.33,130.45
44369.38,130.45
44369.42,130.45
44369.46,130.45
44369.5,130.45
44369.54,130.45
44369.58,130.45
44369.62,130.45
44369.67,130.45
44369.71,130.45
44369.75,130.45
44369.79,130.45
44369.83,130.45
44369.88,130.45
44369.92,130.45
44369.96,130.45
44370,130.45
44370.04,130.45
44370.08,130.45
44370.12,130.45
44370.17,130.45
44370.21,130.45
44370.25,130.45
44370.29,130.45
44370.33,130.45
44370.38,130.45
44370.42,130.45
44370.46,130.45
44370.5,130.45
44370.54,130.45
44370.58,130.45
44370.62,130.45
44370.67,130.45
44370.71,130.45
44370.75,130.45
44370.79,130.45
44370.83,130.45
44370.88,130.45
44370.92,130.45
44370.96,130.45
44371,130.45
44371.04,130.45
44371.08,130.45
44371.12,130.45
44371.17,130.45
44371.21,130.45
44371.25,130.45
44371.29,130.45
44371.33,130.45
44371.38,130.45
44371.42,130.45
44371.46,130.45
44371.5,130.45
44371.54,130.45
44371.58,130.45
44371.62,130.45
44371.67,130.45
44371.71,130.45
44371.75,130.45
44371.79,130.45
44371.83,130.45
44371.88,130.45
44371.92,130.45
44371.96,130.45
44372,130.45
44372.04,130.45
44372.08,130.45
44372.12,130.45
44372.17,130.45
44372.21,130.45
44372.25,130.45
44372.29,130.45
44372.33,130.45
44372.38,130.45
44372.42,130.45
44372.46,130.45
44372.5,130.45
44372.54,130.45
44372.58,130.45
44372.62,130.45
44372.67,130.45
44372.71,130.45
44372.75,130.45
44372.79,130.45
44372.83,130.45
44372.88,130.45
44372.92,130.45
44372.96,130.45
44373,130.45
44373.04,130.45
44373.08,130.45
44373.12,130.45
44373.17,130.45
44373.21,130.45
44373.25,130.45
44373.29,130.45
44373.33,130.45
44373.38,130.45
44373.42,130.45
44373.46,130.45
44373.5,130.45
44373.54,130.45
44373.58,130.45
44373.62,130.45
44373.67,130.45
44373.71,130.45
44373.75,130.45
44373.79,130.45
44373.83,130.45
44373.88,130.45
44373.92,130.45
44373.96,130.45
44374,130.45
44374.04,130.45
44374.08,130.45
44374.12,130.45
44374.17,130.45
44374.21,130.45
44374.25,130.45
44374.29,130.45
44374.33,130.45
44374.38,130.45
44374.42,130.45
44374.46,130.45
44374.5,130.45
44374.54,130.45
44374.58,130.45
44374.62,130.45
44374.67,130.45
44374.71,130.45
44374.75,130.45
44374.79,130.45
44374.83,130.45
44374.88,130.45
44374.92,130.45
44374.96,130.45
44375,130.45
44375.04,130.45
44375.08,130.45
44375.12,130.45
44375.17,130.45
44375.21,130.45
44375.25,130.45
44375.29,130.45
44375.33,130.45
44375.38,130.45
44375.42,130.45
44375.46,130.45
44375.5,130.45
44375.54,130.45
44375.58,130.45
44375.62,130.45
44375.67,130.45
44375.71,130.45
44375.75,130.45
44375.79,130.45
44375.83,130.45
44375.88,130.45
44375.92,130.45
44375.96,130.45
44376,130.45
44376.04,130.45
44376.08,130.45
44376.12,130.45
44376.17,130.45
44376.21,130.45
44376.25,130.45
44376.29,130.45
44376.33,130.45
44376.38,130.45
44376.42,130.45
44376.46,130.45
44376.5,130.45
44376.54,130.45
44376.58,130.45
44376.62,130.45
44376.67,130.45
44376.71,130.45
44376.75,130.45
44376.79,130.45
44376.83,130.45
44376.88,130.45
44376.92,130.45
44376.96,130.45
44377,130.45
44377.04,130.45
44377.08,130.45
44377.12,130.45
44377.17,130.45
44377.21,130.45
44377.25,130.45
44377.29,130.45
44377.33,130.45
44377.38,130.45
44377.42,130.45
44377.46,130.45
44377.5,130.45
44377.54,130.45
44377.58,130.45
44377.62,130.45
44377.67,130.45
44377.71,130.45
44377.75,130.45
44377.79,130.45
44377.83,130.45
44377.88,130.45
44377.92,130.45
44377.96,130.45
44378,103.73
44378.04,103.73
44378.08,103.73
44378.12,103.73
44378.17,103.73
44378.21,103.73
44378.25,103.73
44378.29,103.73
44378.33,103.73
44378.38,103.73
44378.42,103.73
44378.46,103.73
44378.5,103.73
44378.54,103.73
44378.58,103.73
44378.62,103.73
44378.67,103.73
44378.71,103.73
44378.75,103.73
44378.79,103.73
44378.83,103.73
44378.88,103.73
44378.92,103.73
44378.96,103.73
44379,103.73
44379.04,103.73
44379.08,103.73
44379.12,103.73
44379.17,103.73
44379.21,103.73
44379.25,103.73
44379.29,103.73
44379.33,103.73
44379.38,103.73
44379.42,103.73
44379.46,103.73
44379.5,103.73
44379.54,103.73
44379.58,103.73
44379.62,103.73
44379.67,103.73
44379.71,103.73
44379.75,103.73
44379.79,103.73
44379.83,103.73
44379.88,103.73
44379.92,103.73
44379.96,103.73
44380,103.73
44380.04,103.73
44380.08,103.73
44380.12,103.73
44380.17,103.73
44380.21,103.73
44380.25,103.73
44380.29,103.73
44380.33,103.73
44380.38,103.73
44380.42,103.73
44380.46,103.73
44380.5,103.73
44380.54,103.73
44380.58,103.73
44380.62,103.73
44380.67,103.73
44380.71,103.73
44380.75,103.73
44380.79,103.73
44380.83,103.73
44380.88,103.73
44380.92,103.73
44380.96,103.73
44381,103.73
44381.04,103.73
44381.08,103.73
44381.12,103.73
44381.17,103.73
44381.21,103.73
44381.25,103.73
44381.29,103.73
44381.33,103.73
44381.38,103.73
44381.42,103.73
44381.46,103.73
44381.5,103.73
44381.54,103.73
44381.58,103.73
44381.62,103.73
44381.67,103.73
44381.71,103.73
44381.75,103.73
44381.79,103.73
44381.83,103.73
44381.88,103.73
44381.92,103.73
44381.96,103.73
44382,103.73
44382.04,103.73
44382.08,103.73
44382.12,103.73
44382.17,103.73
44382.21,103.73
44382.25,103.73
44382.29,103.73
44382.33,103.73
44382.38,103.73
44382.42,103.73
44382.46,103.73
44382.5,103.73
44382.54,103.73
44382.58,103.73
44382.62,103.73
44382.67,103.73
44382.71,103.73
44382.75,103.73
44382.79,103.73
44382.83,103.73
44382.88,103.73
44382.92,103.73
44382.96,103.73
44383,103.73
44383.04,103.73
44383.08,103.73
44383.12,103.73
44383.17,103.73
44383.21,103.73
44383.25,103.73
44383.29,103.73
44383.33,103.73
44383.38,103.73
44383.42,103.73
44383.46,103.73
44383.5,103.73
44383.54,103.73
44383.58,103.73
44383.62,103.73
44383.67,103.73
44383.71,103.73
44383.75,103.73
44383.79,103.73
44383.83,103.73
44383.88,103.73
44383.92,103.73
44383.96,103.73
44384,103.73
44384.04,103.73
44384.08,103.73
44384.12,103.73
44384.17,103.73
44384.21,103.73
44384.25,103.73
44384.29,103.73
44384.33,103.73
44384.38,103.73
44384.42,103.73
44384.46,103.73
44384.5,103.73
44384.54,103.73
44384.58,103.73
44384.62,103.73
44384.67,103.73
44384.71,103.73
44384.75,103.73
44384.79,103.73
44384.83,103.73
44384.88,103.73
44384.92,103.73
44384.96,103.73
44385,103.73
44385.04,103.73
44385.08,103.73
44385.12,103.73
44385.17,103.73
44385.21,103.73
44385.25,103.73
44385.29,103.73
44385.33,103.73
44385.38,103.73
44385.42,103.73
44385.46,103.73
44385.5,103.73
44385.54,103.73
44385.58,103.73
44385.62,103.73
44385.67,103.73
44385.71,103.73
44385.75,103.73
44385.79,103.73
44385.83,103.73
44385.88,103.73
44385.92,103.73
44385.96,103.73
44386,103.73
44386.04,103.73
44386.08,103.73
44386.12,103.73
44386.17,103.73
44386.21,103.73
44386.25,103.73
44386.29,103.73
44386.33,103.73
44386.38,103.73
44386.42,103.73
44386.46,103.73
44386.5,103.73
44386.54,103.73
44386.58,103.73
44386.62,103.73
44386.67,103.73
44386.71,103.73
44386.75,103.73
44386.79,103.73
44386.83,103.73
44386.88,103.73
44386.92,103.73
44386.96,103.73
44387,103.73
44387.04,103.73
44387.08,103.73
44387.12,103.73
44387.17,103.73
44387.21,103.73
44387.25,103.73
44387.29,103.73
44387.33,103.73
44387.38,103.73
44387.42,103.73
44387.46,103.73
44387.5,103.73
44387.54,103.73
44387.58,103.73
44387.62,103.73
44387.67,103.73
44387.71,103.73
44387.75,103.73
44387.79,103.73
44387.83,103.73
44387.88,103.73
44387.92,103.73
44387.96,103.73
44388,103.73
44388.04,103.73
44388.08,103.73
44388.12,103.73
44388.17,103.73
44388.21,103.73
44388.25,103.73
44388.29,103.73
44388.33,103.73
44388.38,103.73
44388.42,103.73
44388.46,103.73
44388.5,103.73
44388.54,103.73
44388.58,103.73
44388.62,103.73
44388.67,103.73
44388.71,103.73
44388.75,103.73
44388.79,103.73
44388.83,103.73
44388.88,103.73
44388.92,103.73
44388.96,103.73
44389,103.73
44389.04,103.73
44389.08,103.73
44389.12,103.73
44389.17,103.73
44389.21,103.73
44389.25,103.73
44389.29,103.73
44389.33,103.73
44389.38,103.73
44389.42,103.73
44389.46,103.73
44389.5,103.73
44389.54,103.73
44389.58,103.73
44389.62,103.73
44389.67,103.73
44389.71,103.73
44389.75,103.73
44389.79,103.73
44389.83,103.73
44389.88,103.73
44389.92,103.73
44389.96,103.73
44390,103.73
44390.04,103.73
44390.08,103.73
44390.12,103.73
44390.17,103.73
44390.21,103.73
44390.25,103.73
44390.29,103.73
44390.33,103.73
44390.38,103.73
44390.42,103.73
44390.46,103.73
44390.5,103.73
44390.54,103.73
44390.58,103.73
44390.62,103.73
44390.67,103.73
44390.71,103.73
44390.75,103.73
44390.79,103.73
44390.83,103.73
44390.88,103.73
44390.92,103.73
44390.96,103.73
44391,103.73
44391.04,103.73
44391.08,103.73
44391.12,103.73
44391.17,103.73
44391.21,103.73
44391.25,103.73
44391.29,103.73
44391.33,103.73
44391.38,103.73
44391.42,103.73
44391.46,103.73
44391.5,103.73
44391.54,103.73
44391.58,103.73
44391.62,103.73
44391.67,103.73
44391.71,103.73
44391.75,103.73
44391.79,103.73
44391.83,103.73
44391.88,103.73
44391.92,103.73
44391.96,103.73
44392,103.73
44392.04,103.73
44392.08,103.73
44392.12,103.73
44392.17,103.73
44392.21,103.73
44392.25,103.73
44392.29,103.73
44392.33,103.73
44392.38,103.73
44392.42,103.73
44392.46,103.73
44392.5,103.73
44392.54,103.73
44392.58,103.73
44392.62,103.73
44392.67,103.73
44392.71,103.73
44392.75,103.73
44392.79,103.73
44392.83,103.73
44392.88,103.73
44392.92,103.73
44392.96,103.73
44393,103.73
44393.04,103.73
44393.08,103.73
44393.12,103.73
44393.17,103.73
44393.21,103.73
44393.25,103.73
44393.29,103.73
44393.33,103.73
44393.38,103.73
44393.42,103.73
44393.46,103.73
44393.5,103.73
44393.54,103.73
44393.58,103.73
44393.62,103.73
44393.67,103.73
44393.71,103.73
44393.75,103.73
44393.79,103.73
44393.83,103.73
44393.88,103.73
44393.92,103.73
44393.96,103.73
44394,103.73
44394.04,103.73
44394.08,103.73
44394.12,103.73
44394.17,103.73
44394.21,103.73
44394.25,103.73
44394.29,103.73
44394.33,103.73
44394.38,103.73
44394.42,103.73
44394.46,103.73
44394.5,103.73
44394.54,103.73
44394.58,103.73
44394.62,103.73
44394.67,103.73
44394.71,103.73
44394.75,103.73
44394.79,103.73
44394.83,103.73
44394.88,103.73
44394.92,103.73
44394.96,103.73
44395,103.73
44395.04,103.73
44395.08,103.73
44395.12,103.73
44395.17,103.73
44395.21,103.73
44395.25,103.73
44395.29,103.73
44395.33,103.73
44395.38,103.73
44395.42,103.73
44395.46,103.73
44395.5,103.73
44395.54,103.73
44395.58,103.73
44395.62,103.73
44395.67,103.73
44395.71,103.73
44395.75,103.73
44395.79,103.73
44395.83,103.73
44395.88,103.73
44395.92,103.73
44395.96,103.73
44396,103.73
44396.04,103.73
44396.08,103.73
44396.12,103.73
44396.17,103.73
44396.21,103.73
44396.25,103.73
44396.29,103.73
44396.33,103.73
44396.38,103.73
44396.42,103.73
44396.46,103.73
44396.5,103.73
44396.54,103.73
44396.58,103.73
44396.62,103.73
44396.67,103.73
44396.71,103.73
44396.75,103.73
44396.79,103.73
44396.83,103.73
44396.88,103.73
44396.92,103.73
44396.96,103.73
44397,103.73
44397.04,103.73
44397.08,103.73
44397.12,103.73
44397.17,103.73
44397.21,103.73
44397.25,103.73
44397.29,103.73
44397.33,103.73
44397.38,103.73
44397.42,103.73
44397.46,103.73
44397.5,103.73
44397.54,103.73
44397.58,103.73
44397.62,103.73
44397.67,103.73
44397.71,103.73
44397.75,103.73
44397.79,103.73
44397.83,103.73
44397.88,103.73
44397.92,103.73
44397.96,103.73
44398,103.73
44398.04,103.73
44398.08,103.73
44398.12,103.73
44398.17,103.73
44398.21,103.73
44398.25,103.73
44398.29,103.73
44398.33,103.73
44398.38,103.73
44398.42,103.73
44398.46,103.73
44398.5,103.73
44398.54,103.73
44398.58,103.73
44398.62,103.73
44398.67,103.73
44398.71,103.73
44398.75,103.73
44398.79,103.73
44398.83,103.73
44398.88,103.73
44398.92,103.73
44398.96,103.73
44399,103.73
44399.04,103.73
44399.08,103.73
44399.12,103.73
44399.17,103.73
44399.21,103.73
44399.25,103.73
44399.29,103.73
44399.33,103.73
44399.38,103.73
44399.42,103.73
44399.46,103.73
44399.5,103.73
44399.54,103.73
44399.58,103.73
44399.62,103.73
44399.67,103.73
44399.71,103.73
44399.75,103.73
44399.79,103.73
44399.83,103.73
44399.88,103.73
44399.92,103.73
44399.96,103.73
44400,103.73
44400.04,103.73
44400.08,103.73
44400.12,103.73
44400.17,103.73
44400.21,103.73
44400.25,103.73
44400.29,103.73
44400.33,103.73
44400.38,103.73
44400.42,103.73
44400.46,103.73
44400.5,103.73
44400.54,103.73
44400.58,103.73
44400.62,103.73
44400.67,103.73
44400.71,103.73
44400.75,103.73
44400.79,103.73
44400.83,103.73
44400.88,103.73
44400.92,103.73
44400.96,103.73
44401,103.73
44401.04,103.73
44401.08,103.73
44401.12,103.73
44401.17,103.73
44401.21,103.73
44401.25,103.73
44401.29,103.73
44401.33,103.73
44401.38,103.73
44401.42,103.73
44401.46,103.73
44401.5,103.73
44401.54,103.73
44401.58,103.73
44401.62,103.73
44401.67,103.73
44401.71,103.73
44401.75,103.73
44401.79,103.73
44401.83,103.73
44401.88,103.73
44401.92,103.73
44401.96,103.73
44402,103.73
44402.04,103.73
44402.08,103.73
44402.12,103.73
44402.17,103.73
44402.21,103.73
44402.25,103.73
44402.29,103.73
44402.33,103.73
44402.38,103.73
44402.42,103.73
44402.46,103.73
44402.5,103.73
44402.54,103.73
44402.58,103.73
44402.62,103.73
44402.67,103.73
44402.71,103.73
44402.75,103.73
44402.79,103.73
44402.83,103.73
44402.88,103.73
44402.92,103.73
44402.96,103.73
44403,103.73
44403.04,103.73
44403.08,103.73
44403.12,103.73
44403.17,103.73
44403.21,103.73
44403.25,103.73
44403.29,103.73
44403.33,103.73
44403.38,103.73
44403.42,103.73
44403.46,103.73
44403.5,103.73
44403.54,103.73
44403.58,103.73
44403.62,103.73
44403.67,103.73
44403.71,103.73
44403.75,103.73
44403.79,103.73
44403.83,103.73
44403.88,103.73
44403.92,103.73
44403.96,103.73
44404,103.73
44404.04,103.73
44404.08,103.73
44404.12,103.73
44404.17,103.73
44404.21,103.73
44404.25,103.73
44404.29,103.73
44404.33,103.73
44404.38,103.73
44404.42,103.73
44404.46,103.73
44404.5,103.73
44404.54,103.73
44404.58,103.73
44404.62,103.73
44404.67,103.73
44404.71,103.73
44404.75,103.73
44404.79,103.73
44404.83,103.73
44404.88,103.73
44404.92,103.73
44404.96,103.73
44405,103.73
44405.04,103.73
44405.08,103.73
44405.12,103.73
44405.17,103.73
44405.21,103.73
44405.25,103.73
44405.29,103.73
44405.33,103.73
44405.38,103.73
44405.42,103.73
44405.46,103.73
44405.5,103.73
44405.54,103.73
44405.58,103.73
44405.62,103.73
44405.67,103.73
44405.71,103.73
44405.75,103.73
44405.79,103.73
44405.83,103.73
44405.88,103.73
44405.92,103.73
44405.96,103.73
44406,103.73
44406.04,103.73
44406.08,103.73
44406.12,103.73
44406.17,103.73
44406.21,103.73
44406.25,103.73
44406.29,103.73
44406.33,103.73
44406.38,103.73
44406.42,103.73
44406.46,103.73
44406.5,103.73
44406.54,103.73
44406.58,103.73
44406.62,103.73
44406.67,103.73
44406.71,103.73
44406.75,103.73
44406.79,103.73
44406.83,103.73
44406.88,103.73
44406.92,103.73
44406.96,103.73
44407,103.73
44407.04,103.73
44407.08,103.73
44407.12,103.73
44407.17,103.73
44407.21,103.73
44407.25,103.73
44407.29,103.73
44407.33,103.73
44407.38,103.73
44407.42,103.73
44407.46,103.73
44407.5,103.73
44407.54,103.73
44407.58,103.73
44407.62,103.73
44407.67,103.73
44407.71,103.73
44407.75,103.73
44407.79,103.73
44407.83,103.73
44407.88,103.73
44407.92,103.73
44407.96,103.73
44408,103.73
44408.04,103.73
44408.08,103.73
44408.12,103.73
44408.17,103.73
44408.21,103.73
44408.25,103.73
44408.29,103.73
44408.33,103.73
44408.38,103.73
44408.42,103.73
44408.46,103.73
44408.5,103.73
44408.54,103.73
44408.58,103.73
44408.62,103.73
44408.67,103.73
44408.71,103.73
44408.75,103.73
44408.79,103.73
44408.83,103.73
44408.88,103.73
44408.92,103.73
44408.96,103.73
44409,103.73
44409.04,103.73
44409.08,103.73
44409.12,103.73
44409.17,103.73
44409.21,103.73
44409.25,103.73
44409.29,103.73
44409.33,103.73
44409.38,103.73
44409.42,103.73
44409.46,103.73
44409.5,103.73
44409.54,103.73
44409.58,103.73
44409.62,103.73
44409.67,103.73
44409.71,103.73
44409.75,103.73
44409.79,103.73
44409.83,103.73
44409.88,103.73
44409.92,103.73
44409.96,103.73
44410,103.73
44410.04,103.73
44410.08,103.73
44410.12,103.73
44410.17,103.73
44410.21,103.73
44410.25,103.73
44410.29,103.73
44410.33,103.73
44410.38,103.73
44410.42,103.73
44410.46,103.73
44410.5,103.73
44410.54,103.73
44410.58,103.73
44410.62,103.73
44410.67,103.73
44410.71,103.73
44410.75,103.73
44410.79,103.73
44410.83,103.73
44410.88,103.73
44410.92,103.73
44410.96,103.73
44411,103.73
44411.04,103.73
44411.08,103.73
44411.12,103.73
44411.17,103.73
44411.21,103.73
44411.25,103.73
44411.29,103.73
44411.33,103.73
44411.38,103.73
44411.42,103.73
44411.46,103.73
44411.5,103.73
44411.54,103.73
44411.58,103.73
44411.62,103.73
44411.67,103.73
44411.71,103.73
44411.75,103.73
44411.79,103.73
44411.83,103.73
44411.88,103.73
44411.92,103.73
44411.96,103.73
44412,103.73
44412.04,103.73
44412.08,103.73
44412.12,103.73
44412.17,103.73
44412.21,103.73
44412.25,103.73
44412.29,103.73
44412.33,103.73
44412.38,103.73
44412.42,103.73
44412.46,103.73
44412.5,103.73
44412.54,103.73
44412.58,103.73
44412.62,103.73
44412.67,103.73
44412.71,103.73
44412.75,103.73
44412.79,103.73
44412.83,103.73
44412.88,103.73
44412.92,103.73
44412.96,103.73
44413,103.73
44413.04,103.73
44413.08,103.73
44413.12,103.73
44413.17,103.73
44413.21,103.73
44413.25,103.73
44413.29,103.73
44413.33,103.73
44413.38,103.73
44413.42,103.73
44413.46,103.73
44413.5,103.73
44413.54,103.73
44413.58,103.73
44413.62,103.73
44413.67,103.73
44413.71,103.73
44413.75,103.73
44413.79,103.73
44413.83,103.73
44413.88,103.73
44413.92,103.73
44413.96,103.73
44414,103.73
44414.04,103.73
44414.08,103.73
44414.12,103.73
44414.17,103.73
44414.21,103.73
44414.25,103.73
44414.29,103.73
44414.33,103.73
44414.38,103.73
44414.42,103.73
44414.46,103.73
44414.5,103.73
44414.54,103.73
44414.58,103.73
44414.62,103.73
44414.67,103.73
44414.71,103.73
44414.75,103.73
44414.79,103.73
44414.83,103.73
44414.88,103.73
44414.92,103.73
44414.96,103.73
44415,103.73
44415.04,103.73
44415.08,103.73
44415.12,103.73
44415.17,103.73
44415.21,103.73
44415.25,103.73
44415.29,103.73
44415.33,103.73
44415.38,103.73
44415.42,103.73
44415.46,103.73
44415.5,103.73
44415.54,103.73
44415.58,103.73
44415.62,103.73
44415.67,103.73
44415.71,103.73
44415.75,103.73
44415.79,103.73
44415.83,103.73
44415.88,103.73
44415.92,103.73
44415.96,103.73
44416,103.73
44416.04,103.73
44416.08,103.73
44416.12,103.73
44416.17,103.73
44416.21,103.73
44416.25,103.73
44416.29,103.73
44416.33,103.73
44416.38,103.73
44416.42,103.73
44416.46,103.73
44416.5,103.73
44416.54,103.73
44416.58,103.73
44416.62,103.73
44416.67,103.73
44416.71,103.73
44416.75,103.73
44416.79,103.73
44416.83,103.73
44416.88,103.73
44416.92,103.73
44416.96,103.73
44417,103.73
44417.04,103.73
44417.08,103.73
44417.12,103.73
44417.17,103.73
44417.21,103.73
44417.25,103.73
44417.29,103.73
44417.33,103.73
44417.38,103.73
44417.42,103.73
44417.46,103.73
44417.5,103.73
44417.54,103.73
44417.58,103.73
44417.62,103.73
44417.67,103.73
44417.71,103.73
44417.75,103.73
44417.79,103.73
44417.83,103.73
44417.88,103.73
44417.92,103.73
44417.96,103.73
44418,103.73
44418.04,103.73
44418.08,103.73
44418.12,103.73
44418.17,103.73
44418.21,103.73
44418.25,103.73
44418.29,103.73
44418.33,103.73
44418.38,103.73
44418.42,103.73
44418.46,103.73
44418.5,103.73
44418.54,103.73
44418.58,103.73
44418.62,103.73
44418.67,103.73
44418.71,103.73
44418.75,103.73
44418.79,103.73
44418.83,103.73
44418.88,103.73
44418.92,103.73
44418.96,103.73
44419,103.73
44419.04,103.73
44419.08,103.73
44419.12,103.73
44419.17,103.73
44419.21,103.73
44419.25,103.73
44419.29,103.73
44419.33,103.73
44419.38,103.73
44419.42,103.73
44419.46,103.73
44419.5,103.73
44419.54,103.73
44419.58,103.73
44419.62,103.73
44419.67,103.73
44419.71,103.73
44419.75,103.73
44419.79,103.73
44419.83,103.73
44419.88,103.73
44419.92,103.73
44419.96,103.73
44420,103.73
44420.04,103.73
44420.08,103.73
44420.12,103.73
44420.17,103.73
44420.21,103.73
44420.25,103.73
44420.29,103.73
44420.33,103.73
44420.38,103.73
44420.42,103.73
44420.46,103.73
44420.5,103.73
44420.54,103.73
44420.58,103.73
44420.62,103.73
44420.67,103.73
44420.71,103.73
44420.75,103.73
44420.79,103.73
44420.83,103.73
44420.88,103.73
44420.92,103.73
44420.96,103.73
44421,103.73
44421.04,103.73
44421.08,103.73
44421.12,103.73
44421.17,103.73
44421.21,103.73
44421.25,103.73
44421.29,103.73
44421.33,103.73
44421.38,103.73
44421.42,103.73
44421.46,103.73
44421.5,103.73
44421.54,103.73
44421.58,103.73
44421.62,103.73
44421.67,103.73
44421.71,103.73
44421.75,103.73
44421.79,103.73
44421.83,103.73
44421.88,103.73
44421.92,103.73
44421.96,103.73
44422,103.73
44422.04,103.73
44422.08,103.73
44422.12,103.73
44422.17,103.73
44422.21,103.73
44422.25,103.73
44422.29,103.73
44422.33,103.73
44422.38,103.73
44422.42,103.73
44422.46,103.73
44422.5,103.73
44422.54,103.73
44422.58,103.73
44422.62,103.73
44422.67,103.73
44422.71,103.73
44422.75,103.73
44422.79,103.73
44422.83,103.73
44422.88,103.73
44422.92,103.73
44422.96,103.73
44423,103.73
44423.04,103.73
44423.08,103.73
44423.12,103.73
44423.17,103.73
44423.21,103.73
44423.25,103.73
44423.29,103.73
44423.33,103.73
44423.38,103.73
44423.42,103.73
44423.46,103.73
44423.5,103.73
44423.54,103.73
44423.58,103.73
44423.62,103.73
44423.67,103.73
44423.71,103.73
44423.75,103.73
44423.79,103.73
44423.83,103.73
44423.88,103.73
44423.92,103.73
44423.96,103.73
44424,103.73
44424.04,103.73
44424.08,103.73
44424.12,103.73
44424.17,103.73
44424.21,103.73
44424.25,103.73
44424.29,103.73
44424.33,103.73
44424.38,103.73
44424.42,103.73
44424.46,103.73
44424.5,103.73
44424.54,103.73
44424.58,103.73
44424.62,103.73
44424.67,103.73
44424.71,103.73
44424.75,103.73
44424.79,103.73
44424.83,103.73
44424.88,103.73
44424.92,103.73
44424.96,103.73
44425,103.73
44425.04,103.73
44425.08,103.73
44425.12,103.73
44425.17,103.73
44425.21,103.73
44425.25,103.73
44425.29,103.73
44425.33,103.73
44425.38,103.73
44425.42,103.73
44425.46,103.73
44425.5,103.73
44425.54,103.73
44425.58,103.73
44425.62,103.73
44425.67,103.73
44425.71,103.73
44425.75,103.73
44425.79,103.73
44425.83,103.73
44425.88,103.73
44425.92,103.73
44425.96,103.73
44426,103.73
44426.04,103.73
44426.08,103.73
44426.12,103.73
44426.17,103.73
44426.21,103.73
44426.25,103.73
44426.29,103.73
44426.33,103.73
44426.38,103.73
44426.42,103.73
44426.46,103.73
44426.5,103.73
44426.54,103.73
44426.58,103.73
44426.62,103.73
44426.67,103.73
44426.71,103.73
44426.75,103.73
44426.79,103.73
44426.83,103.73
44426.88,103.73
44426.92,103.73
44426.96,103.73
44427,103.73
44427.04,103.73
44427.08,103.73
44427.12,103.73
44427.17,103.73
44427.21,103.73
44427.25,103.73
44427.29,103.73
44427.33,103.73
44427.38,103.73
44427.42,103.73
44427.46,103.73
44427.5,103.73
44427.54,103.73
44427.58,103.73
44427.62,103.73
44427.67,103.73
44427.71,103.73
44427.75,103.73
44427.79,103.73
44427.83,103.73
44427.88,103.73
44427.92,103.73
44427.96,103.73
44428,103.73
44428.04,103.73
44428.08,103.73
44428.12,103.73
44428.17,103.73
44428.21,103.73
44428.25,103.73
44428.29,103.73
44428.33,103.73
44428.38,103.73
44428.42,103.73
44428.46,103.73
44428.5,103.73
44428.54,103.73
44428.58,103.73
44428.62,103.73
44428.67,103.73
44428.71,103.73
44428.75,103.73
44428.79,103.73
44428.83,103.73
44428.88,103.73
44428.92,103.73
44428.96,103.73
44429,103.73
44429.04,103.73
44429.08,103.73
44429.12,103.73
